t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
8.199,-0.2551,-0.0997,1.2288,-22.8,13.9,-15.24
8.219,-0.1627,-0.0585,1.2042,-21.77,19.51,-18.29
8.239,-0.0754,-0.0641,1.1068,-24.02,17.56,-12.87
8.259,-0.1118,-0.0865,1.0206,-20.18,6.95,-2.01
8.279,-0.113,-0.0906,1.0096,-8.78,-3.17,6.52
8.299,-0.2648,-0.0651,1.0033,-7.5,-0.18,13.84
8.319,-0.2739,-0.0959,0.9685,-17.87,-3.54,6.22
8.339,-0.3246,-0.0955,0.8896,-16.95,-3.05,-1.65
8.359,-0.2693,-0.089,0.8906,-10.91,0.0,-8.72
8.379,-0.2286,-0.0987,0.9656,-7.13,6.34,-11.28
8.399,-0.2741,-0.0767,0.8841,-24.76,0.79,-12.01
8.419,-0.2424,-0.0867,0.8707,-20.49,-4.39,-15.43
8.439,-0.1724,-0.0491,0.9079,-3.23,-3.96,-15.91
8.459,-0.1556,-0.0504,0.9581,-1.46,-4.88,-18.48
8.479,-0.0818,-0.0564,0.9628,-4.39,1.4,-18.6
8.499,-0.1071,-0.0416,1.0015,-9.7,1.71,-9.82
8.519,-0.1166,-0.0809,0.9531,-15.37,-11.22,-5.55
8.539,-0.1267,-0.1304,0.9009,-18.05,-10.73,-0.85
8.559,-0.1893,-0.1426,0.8827,-10.49,-7.93,-4.76
8.579,-0.1327,-0.1573,0.9034,-4.82,-4.09,-4.45
8.599,-0.1792,-0.1247,0.9861,2.5,-2.38,3.66
8.619,-0.2505,-0.0969,0.9368,-10.37,-19.09,3.96
8.639,-0.1436,-0.1555,0.8456,-17.26,-34.02,-3.84
8.659,-0.1125,-0.1364,0.7997,-11.83,-18.78,0.61
8.679,-0.0986,-0.1416,0.7923,-5.91,-9.82,3.96
8.699,-0.2006,-0.1436,0.7388,-13.29,-4.7,7.62
8.719,-0.2252,-0.1586,0.6689,-11.28,-16.46,2.26
8.739,-0.2089,-0.1453,0.7288,10.79,-13.9,-1.95
8.759,-0.1725,-0.1237,0.8965,22.8,10.85,3.96
8.779,-0.3484,-0.067,0.9645,11.46,29.39,8.78
8.799,-0.4072,-0.0625,0.9392,0.79,12.62,-10.24
8.819,-0.3508,-0.077,0.9287,3.96,-1.16,-23.17
8.839,-0.2933,-0.1353,0.9807,17.74,16.04,-23.23
8.859,-0.2544,-0.1249,1.0707,18.6,38.66,-7.87
8.879,-0.4354,-0.0812,1.0186,0.18,34.09,-3.54
8.899,-0.3989,-0.1178,0.9766,-5.37,-1.22,-24.02
8.919,-0.238,-0.1373,0.9376,-5.43,-3.11,-27.44
8.939,-0.1709,-0.1609,0.9238,1.16,11.22,-13.23
8.959,-0.238,-0.1339,0.8995,-1.77,15.91,-6.52
8.979,-0.222,-0.1095,0.8892,3.11,3.41,-7.01
8.999,-0.2984,-0.0766,0.8839,7.44,-5.98,-21.1
9.019,-0.1204,-0.0998,0.9171,19.39,-13.96,-30.0
9.039,-0.0942,-0.0833,0.8961,12.8,-0.55,-18.9
9.059,-0.1169,-0.0911,0.9025,10.37,11.04,-4.27
9.079,-0.2596,-0.037,0.8127,2.2,-0.98,-11.1
9.099,-0.1841,-0.0548,0.826,16.4,-24.45,-41.16
9.119,0.0043,-0.0593,0.9117,30.91,-6.16,-38.84
9.139,0.0359,-0.0346,0.9623,20.79,7.87,-17.62
9.159,0.0162,-0.0351,0.9697,5.43,5.98,-0.43
9.179,-0.1005,-0.0418,0.8871,-0.85,1.71,-7.68
9.199,0.0824,-0.0459,0.8572,9.09,-10.18,-21.16
9.219,0.0571,-0.0551,0.8577,3.48,-3.84,-12.5
9.239,0.1711,-0.025,0.924,-0.37,8.35,-16.52
9.259,0.2776,0.032,0.9042,-12.99,26.16,2.87
9.279,0.1063,0.0146,0.8626,-10.91,34.21,20.85
9.299,-0.0027,-0.0687,0.9418,9.7,29.39,2.01
9.319,0.0303,-0.091,1.0585,25.61,49.51,-0.12
9.339,-0.0118,-0.0755,1.0554,16.65,53.66,7.07
9.359,-0.1508,-0.1254,0.9638,-4.15,8.23,15.37
9.379,-0.1921,-0.1738,0.9309,-4.02,-20.0,9.57
9.399,-0.0699,-0.1622,1.0907,20.91,4.09,3.84
9.419,-0.157,-0.1248,1.1224,2.93,23.35,17.38
9.439,-0.2638,-0.1163,1.0782,-10.49,15.06,9.02
9.459,-0.2363,-0.1937,1.0561,-1.71,13.05,-5.79
9.479,-0.0583,-0.1698,1.2204,16.59,37.13,-1.46
9.499,0.0224,-0.0817,1.2586,-2.87,15.91,16.71
9.519,-0.1589,-0.069,1.1864,-31.77,-16.4,37.2
9.539,-0.2385,-0.0763,1.037,-28.66,-14.09,26.1
9.559,-0.0452,-0.0074,1.0519,-12.87,-2.07,5.3
9.579,0.0524,-0.0013,1.1029,-13.05,6.4,4.51
9.599,-0.0066,-0.0331,1.0876,-32.38,35.18,23.9
9.619,-0.1747,-0.1194,1.0405,-32.07,67.8,30.98
9.639,-0.2687,-0.1578,0.9443,-31.16,86.52,12.07
9.659,-0.3328,-0.2236,0.8317,-22.26,89.51,-7.26
9.679,-0.2908,-0.2969,0.903,0.06,103.23,0.91
9.699,-0.2838,-0.236,1.041,21.22,88.84,20.91
9.719,-0.5089,-0.2182,1.0191,-8.78,33.29,39.57
9.739,-0.5763,-0.3118,0.7735,-41.89,-37.01,37.44
9.759,-0.4575,-0.3783,0.647,0.91,-57.62,32.93
9.779,-0.3729,-0.2774,0.8591,55.0,-30.98,41.1
9.799,-0.6182,-0.141,1.2283,74.94,12.56,45.61
9.819,-0.6752,-0.0786,1.2835,47.07,28.41,28.41
9.839,-0.5178,-0.0701,1.1602,15.18,1.46,13.54
9.859,-0.3936,-0.0916,1.1818,20.18,-18.6,25.37
9.879,-0.6269,-0.0661,1.1938,8.11,-28.23,49.39
9.899,-0.7281,-0.026,1.1674,-2.26,-55.91,37.93
9.919,-0.4633,-0.0368,1.0629,-12.74,-68.78,21.77
9.939,-0.3832,-0.0142,1.1373,-0.06,-34.09,30.67
9.959,-0.4575,0.0278,1.2772,11.89,-6.28,50.43
9.979,-0.504,0.0605,1.2057,-25.49,-48.72,69.21
9.999,-0.6122,0.0046,1.1169,-47.44,-84.51,75.37
10.019,-0.5577,0.0259,1.0056,-41.95,-64.88,65.67
10.039,-0.5135,0.0051,1.0997,-20.49,-20.91,48.48
10.059,-0.5018,0.0283,1.2399,-21.1,25.49,41.34
10.079,-0.5225,0.013,1.0719,-62.44,35.24,30.3
10.099,-0.4571,0.0002,0.9875,-65.12,37.26,20.91
10.119,-0.5343,-0.0228,0.991,-44.33,43.72,16.34
10.139,-0.4706,-0.0114,1.0994,-33.29,35.55,15.79
10.159,-0.5396,-0.012,1.0506,-48.72,17.01,22.13
10.179,-0.5131,-0.0322,0.9695,-47.74,9.09,15.18
10.199,-0.478,-0.0404,1.002,-43.48,25.55,10.49
10.219,-0.5443,-0.0604,0.9485,-42.01,29.76,-2.01
10.239,-0.4275,-0.0698,0.9874,-33.66,26.71,-6.65
10.259,-0.4842,-0.0924,0.9111,-43.05,19.82,0.73
10.279,-0.5248,-0.1414,0.7977,-48.96,2.62,-2.07
10.299,-0.5755,-0.1667,0.7922,-31.71,2.01,-10.91
10.319,-0.5745,-0.1457,0.8245,-20.85,10.79,-21.16
10.339,-0.6375,-0.1487,0.8353,-27.32,9.51,-29.76
10.359,-0.5659,-0.1638,0.7767,-30.06,-5.06,-43.11
10.379,-0.5222,-0.1669,0.7234,-26.71,5.06,-49.63
10.399,-0.5021,-0.1271,0.8136,4.15,12.68,-51.1
10.419,-0.4838,-0.168,0.825,-0.55,-13.35,-39.27
10.439,-0.6068,-0.2162,0.7354,-21.59,-39.15,-30.06
10.459,-0.5117,-0.2448,0.595,-22.07,-63.54,-47.99
10.479,-0.4013,-0.2338,0.5989,-8.23,-35.55,-52.01
10.499,-0.2966,-0.1952,0.6869,8.11,5.0,-49.63
10.519,-0.3592,-0.1201,0.6678,-3.9,6.65,-51.95
10.539,-0.3215,-0.1265,0.5787,-10.55,-23.78,-69.33
10.559,-0.1481,-0.153,0.5931,7.56,-27.93,-76.34
10.579,-0.0956,-0.1634,0.6741,22.44,-15.61,-61.46
10.599,-0.1805,-0.1366,0.7721,21.28,-25.0,-47.56
10.619,-0.1161,-0.1666,0.7978,11.83,-50.85,-43.9
10.639,-0.0398,-0.2312,0.7053,0.43,-47.32,-27.2
10.659,-0.1841,-0.2272,0.6838,5.24,-17.26,-13.11
10.679,-0.2731,-0.2081,0.7109,15.43,-21.34,-45.43
10.699,-0.0502,-0.2313,0.7313,24.63,-26.46,-66.77
10.719,0.0504,-0.2728,0.7957,26.28,-6.04,-53.48
10.739,-0.03,-0.2837,0.8442,29.51,20.43,-27.99
10.759,-0.2398,-0.2505,0.8312,30.67,29.02,-21.22
10.779,-0.2014,-0.1861,0.8933,43.6,9.27,-49.94
10.799,0.0189,-0.2232,0.9171,50.06,-12.87,-54.94
10.819,0.0343,-0.2635,0.9936,39.09,-4.7,-35.73
10.839,0.1179,-0.206,0.9915,35.37,-3.17,-15.3
10.859,-0.1268,-0.1675,0.964,21.83,-14.27,-6.16
10.879,-0.0247,-0.1846,0.9974,21.89,-41.83,-34.45
10.899,0.1556,-0.2073,0.9686,21.95,-34.88,-33.23
10.919,0.2571,-0.1796,1.0215,25.98,-12.01,-20.3
10.939,0.271,-0.1482,1.032,20.73,-11.77,-5.61
10.959,0.2304,-0.1335,0.9858,7.2,-18.29,-0.43
10.979,0.2919,-0.1552,0.9388,11.22,-17.26,1.04
10.999,0.2887,-0.1865,1.062,15.55,0.0,16.59
11.019,0.1611,-0.1464,1.0141,4.63,5.67,30.37
11.039,0.0875,-0.1674,1.1145,10.37,2.8,24.76
11.059,0.1594,-0.1768,1.073,12.2,-7.5,20.49
11.079,0.1415,-0.2006,1.1022,11.83,-0.18,34.51
11.099,-0.0753,-0.1831,1.1798,18.41,16.71,43.96
11.119,-0.1452,-0.1342,1.2054,7.68,14.94,37.01
11.139,-0.1042,-0.1623,1.1364,-14.15,-12.2,23.29
11.159,0.0241,-0.2376,0.882,-40.12,-44.09,14.45
11.179,0.1165,-0.2626,0.8703,-29.15,-43.35,18.84
11.199,0.0589,-0.2627,0.9083,3.72,-10.0,46.28
11.219,-0.2192,-0.2034,1.0602,26.59,5.43,60.67
11.239,-0.3057,-0.1735,1.1506,20.91,-13.35,46.28
11.259,-0.2393,-0.2251,1.0957,7.26,-25.98,27.62
11.279,-0.1479,-0.2257,1.0814,5.91,-17.01,27.74
11.299,-0.1976,-0.2103,1.0352,3.35,-9.21,27.99
11.319,-0.1959,-0.2128,1.0281,1.71,-9.76,22.38
11.339,-0.1981,-0.1614,1.1006,13.84,-3.66,17.44
11.359,-0.139,-0.1468,1.0861,9.27,-17.38,17.93
11.379,-0.1354,-0.194,0.9426,-8.54,-38.23,15.91
11.399,-0.0674,-0.2122,0.9582,3.96,-37.26,14.33
11.419,-0.0869,-0.1855,0.9618,20.73,-23.72,15.24
11.439,-0.0939,-0.1777,0.9515,17.62,-20.24,14.76
11.459,-0.1609,-0.1332,0.9984,19.02,-13.17,11.16
11.479,-0.2286,-0.1457,1.0304,22.87,-2.87,8.35
11.499,-0.2207,-0.1099,1.0026,16.59,-2.44,2.07
11.519,-0.2127,-0.1049,0.9543,15.0,-21.28,-8.9
11.539,-0.154,-0.0805,0.9735,26.52,-14.45,-16.4
11.559,-0.0466,-0.0513,1.0877,45.24,2.87,-16.28
11.579,-0.0315,0.013,1.1716,32.87,-3.29,-3.66
11.599,-0.1539,0.009,1.0717,7.13,-22.44,5.73
11.619,-0.1774,0.0007,0.9759,6.46,-30.18,8.96
11.639,-0.2642,-0.0426,0.9304,23.41,-29.21,4.39
11.659,-0.2372,-0.0132,0.9283,34.51,-9.21,-10.55
11.679,-0.1158,0.0773,1.2023,58.66,23.29,-17.56
11.699,-0.1161,0.1534,1.2848,44.39,23.35,-10.67
11.719,-0.0529,0.1702,1.1721,7.32,6.71,-5.73
11.739,-0.0848,0.1125,1.104,4.45,-9.76,-12.26
11.759,-0.0717,0.0965,1.1897,27.01,-10.18,-18.23
11.779,-0.0286,0.1226,1.2079,14.33,-9.94,-16.34
11.799,0.0082,0.0718,1.102,-12.74,-12.2,-9.33
11.819,-0.004,0.0446,0.9869,-14.7,-14.33,-2.07
11.839,-0.0567,0.0767,0.9182,-2.32,-19.02,-10.85
11.859,0.043,0.0291,0.9714,17.13,-25.49,-19.02
11.879,0.0635,0.0189,1.0024,21.22,-12.93,-12.13
11.899,0.03,0.032,1.0301,8.72,-6.95,-3.72
11.919,0.0508,0.0591,0.9903,2.8,-9.57,-5.91
11.939,0.0467,0.0574,1.0081,2.38,-4.21,-7.99
11.959,0.0294,0.1079,0.9749,7.5,4.27,-6.04
11.979,0.029,0.0753,0.9658,10.98,-0.37,-5.0
11.999,0.0511,0.0418,0.9611,22.38,-1.83,-6.77
12.019,0.0208,0.0956,0.972,21.22,14.57,0.12
12.039,0.0092,0.0797,0.9878,20.91,11.16,-3.84
12.059,0.0322,0.0854,0.9567,13.35,4.21,-4.57
12.079,0.0596,0.212,1.0087,11.77,6.16,-2.2
12.099,0.0166,0.0527,1.1658,-87.5,9.27,-1.83
12.119,-0.0316,0.0244,1.0658,-40.18,2.56,-1.34
12.139,-0.0126,0.0703,1.0131,-38.29,15.06,5.79
12.159,-0.01,0.0488,1.0326,-36.52,-0.43,3.54
12.179,0.0052,-0.0003,0.9807,-31.59,-3.29,-1.4
12.199,-0.0295,-0.0204,0.9597,-36.04,-1.71,2.56
12.219,0.0212,-0.054,0.8911,-53.72,-0.24,-0.49
12.239,0.0068,-0.1179,0.9109,-82.07,3.48,-3.11
12.259,-0.0027,-0.1669,1.5432,-64.51,13.66,1.4
12.279,-0.0709,0.0099,0.9497,-8.54,-3.48,-1.52
12.299,-0.0184,-0.0813,1.0516,-17.07,0.61,3.23
12.319,0.0096,-0.1027,1.0203,-4.15,-1.46,4.39
12.339,-0.0016,-0.0792,0.9922,-6.59,4.7,-2.62
12.359,-0.1227,-0.0778,1.1696,-11.28,26.65,-4.33
12.379,0.0002,-0.1049,0.9982,1.16,-3.84,-7.87
12.399,-0.0262,-0.0914,1.0347,-1.95,0.0,-2.99
12.419,-0.0502,-0.0961,0.9788,2.13,3.78,-2.07
12.439,-0.0168,-0.0993,1.0181,-2.13,-3.41,0.43
12.459,-0.026,-0.0969,1.0081,0.12,0.79,0.18
12.479,-0.0256,-0.0978,1.0123,-0.91,-0.79,0.37
12.499,-0.0233,-0.0957,1.0114,-0.49,-0.18,0.43
12.519,-0.025,-0.0986,1.0111,-0.61,-0.55,0.37
12.539,-0.0247,-0.099,1.0096,-0.55,-0.43,0.3
12.559,-0.0252,-0.0974,1.0101,-0.61,-0.43,0.24
12.579,-0.0256,-0.0972,1.0114,-0.49,-0.43,0.37
12.599,-0.0249,-0.0983,1.0097,-0.61,-0.43,0.24
12.619,-0.0266,-0.0981,1.0089,-0.61,-0.37,0.37
12.639,-0.0257,-0.0983,1.0084,-0.61,-0.43,0.3
12.659,-0.0255,-0.0961,1.0118,-0.55,-0.49,0.37
12.679,-0.0248,-0.0944,1.0093,-0.61,-0.49,0.37
12.699,-0.0256,-0.0969,1.0115,-0.61,-0.49,0.43
12.719,-0.0244,-0.0961,1.0106,-0.61,-0.43,0.37
12.739,-0.0273,-0.0979,1.0093,-0.61,-0.37,0.37
12.759,-0.0244,-0.0989,1.0099,-0.61,-0.43,0.37
12.779,-0.0242,-0.0958,1.012,-0.49,-0.43,0.49
12.799,-0.0237,-0.0965,1.011,-0.55,-0.43,0.37
12.819,-0.0215,-0.0963,1.0094,-0.55,-0.49,0.37
12.839,-0.0212,-0.0983,1.0104,-0.55,-0.55,0.3
12.859,-0.0198,-0.0985,1.0078,-0.55,-0.49,0.24
12.879,-0.0212,-0.0991,1.0121,-0.55,-0.49,0.24
12.899,-0.03,-0.1021,1.0055,-0.55,-0.43,0.37
12.919,-0.0333,-0.0997,1.0016,-0.67,-0.43,0.37
12.939,-0.0274,-0.0925,1.0155,-0.43,-0.55,0.43
12.959,-0.0274,-0.0958,1.0101,-0.73,-0.43,0.3
12.979,-0.0237,-0.0945,1.0103,-0.55,-0.43,0.3
12.999,-0.0201,-0.0998,1.0076,-0.67,-0.37,0.37
13.019,-0.0196,-0.0989,1.0089,-0.61,-0.43,0.37
13.039,-0.0213,-0.0973,1.0095,-0.61,-0.49,0.37
13.059,-0.0217,-0.0999,1.0103,-0.61,-0.49,0.3
13.079,-0.0233,-0.0964,1.0123,-0.61,-0.43,0.3
13.099,-0.0267,-0.0975,1.0052,-0.61,-0.43,0.24
13.119,-0.0257,-0.0964,1.0072,-0.73,-0.37,0.37
13.139,-0.0276,-0.0956,1.0153,-0.61,-0.43,0.37
13.159,-0.0272,-0.0982,1.0161,-0.67,-0.49,0.37
13.179,-0.0272,-0.0995,1.0045,-0.73,-0.43,0.37
13.199,-0.0245,-0.1003,1.0078,-0.73,-0.43,0.43
13.219,-0.0245,-0.0983,1.0098,-0.85,-0.3,0.37
13.239,-0.024,-0.0952,1.0142,-0.49,-0.43,0.37
13.259,-0.0245,-0.0961,1.0076,-0.61,-0.37,0.37
13.279,-0.0214,-0.0995,0.9971,-0.79,-0.37,0.49
13.299,-0.0216,-0.1011,1.009,-0.61,-0.43,0.43
13.319,-0.0154,-0.1021,1.0009,-0.98,-0.37,0.3
13.339,-0.0177,-0.0993,1.0131,-0.79,-0.37,0.24
13.359,-0.0283,-0.0991,1.0081,-0.98,-0.3,0.24
13.379,-0.0342,-0.0941,1.006,-0.98,-0.24,0.37
13.399,-0.034,-0.0931,1.0166,-0.79,-0.3,0.3
13.419,-0.0333,-0.0973,1.0079,-0.85,-0.43,0.3
13.439,-0.0274,-0.0983,1.0118,-0.43,-0.49,0.37
13.459,-0.0248,-0.1023,1.0031,-0.79,-0.3,0.43
13.479,-0.0207,-0.0966,1.0168,-0.67,-0.49,0.43
13.499,-0.0208,-0.0989,1.0076,-0.73,-0.37,0.37
13.519,-0.0193,-0.1,1.0087,-0.61,-0.49,0.3
13.539,-0.0211,-0.0981,1.0159,-0.73,-0.43,0.24
13.559,-0.0219,-0.0998,1.009,-0.73,-0.37,0.24
13.579,-0.026,-0.0992,1.0063,-0.67,-0.37,0.24
13.599,-0.0278,-0.0967,1.0111,-0.61,-0.49,0.43
13.619,-0.0272,-0.0951,1.0071,-0.61,-0.37,0.3
13.639,-0.029,-0.0989,1.0085,-0.55,-0.37,0.37
13.659,-0.0276,-0.1007,1.0107,-0.73,-0.49,0.3
13.679,-0.0266,-0.0999,1.012,-0.55,-0.43,0.43
13.699,-0.0254,-0.0983,1.0115,-0.61,-0.43,0.37
13.719,-0.0232,-0.1,1.0066,-0.55,-0.43,0.43
13.739,-0.0229,-0.0976,1.0089,-0.61,-0.43,0.37
13.759,-0.0233,-0.0994,1.0084,-0.55,-0.43,0.37
13.779,-0.0241,-0.0999,1.012,-0.61,-0.37,0.3
13.799,-0.024,-0.0997,1.0096,-0.55,-0.55,0.49
13.819,-0.0238,-0.0982,1.009,-0.55,-0.43,0.37
13.839,-0.0277,-0.0976,1.0112,-0.61,-0.49,0.3
13.859,-0.0266,-0.0984,1.0084,-0.67,-0.37,0.37
13.879,-0.0256,-0.0959,1.0079,-0.55,-0.49,0.3
13.899,-0.0236,-0.0963,1.0129,-0.55,-0.43,0.3
13.919,-0.0235,-0.1008,1.0081,-0.61,-0.37,0.3
13.939,-0.0261,-0.1018,1.0097,-0.55,-0.3,0.37
13.959,-0.0256,-0.1021,1.013,-0.55,-0.37,0.3
13.979,-0.0239,-0.0987,1.0096,-0.55,-0.43,0.43
13.999,-0.024,-0.0994,1.0081,-0.55,-0.49,0.43
14.019,-0.0237,-0.0975,1.0096,-0.61,-0.49,0.3
14.039,-0.0242,-0.0997,1.0089,-0.67,-0.49,0.37
14.059,-0.0254,-0.1006,1.0083,-0.55,-0.49,0.37
14.079,-0.0255,-0.1013,1.011,-0.61,-0.43,0.37
14.099,-0.0256,-0.0957,1.0061,-0.61,-0.43,0.3
14.119,-0.025,-0.0974,1.0098,-0.55,-0.49,0.3
14.139,-0.0236,-0.099,1.0137,-0.55,-0.49,0.24
14.159,-0.024,-0.104,1.0068,-0.61,-0.37,0.3
14.179,-0.0236,-0.1015,1.0083,-0.43,-0.37,0.55
14.199,-0.0229,-0.0988,1.0057,-0.55,-0.43,0.37
14.219,-0.0212,-0.0977,1.0098,-0.55,-0.49,0.3
14.239,-0.0242,-0.0988,1.0104,-0.49,-0.3,0.3
14.259,-0.0283,-0.0991,1.0085,-0.55,-0.49,0.3
14.279,-0.0244,-0.1019,1.0089,-0.61,-0.43,0.37
14.299,-0.0257,-0.101,1.0102,-0.49,-0.37,0.37
14.319,-0.0227,-0.097,1.0064,-0.55,-0.49,0.37
14.339,-0.0233,-0.0952,1.0065,-0.61,-0.55,0.3
14.359,-0.0236,-0.0962,1.0093,-0.67,-0.49,0.3
14.379,-0.024,-0.1031,1.0146,-0.61,-0.43,0.24
14.399,-0.026,-0.1046,1.0089,-0.55,-0.49,0.37
14.419,-0.0246,-0.1011,1.0071,-0.61,-0.37,0.49
14.439,-0.025,-0.0972,1.0114,-0.61,-0.43,0.37
14.459,-0.0234,-0.0977,1.009,-0.55,-0.49,0.3
14.479,-0.0261,-0.0975,1.0077,-0.55,-0.43,0.3
14.499,-0.0273,-0.0991,1.0148,-0.67,-0.43,0.37
14.519,-0.0256,-0.1,1.0087,-0.61,-0.37,0.3
14.539,-0.0256,-0.1004,1.0079,-0.55,-0.43,0.43
14.559,-0.0244,-0.097,1.0071,-0.61,-0.49,0.3
14.579,-0.0264,-0.0978,1.0142,-0.73,-0.49,0.24
14.599,-0.0261,-0.1032,1.0137,-0.61,-0.49,0.37
14.619,-0.0244,-0.1031,1.0081,-0.55,-0.43,0.43
14.639,-0.0246,-0.0947,1.0067,-0.43,-0.37,0.49
14.659,-0.0242,-0.0964,1.0079,-0.61,-0.43,0.3
14.679,-0.0234,-0.0972,1.0087,-0.61,-0.43,0.3
14.699,-0.0251,-0.0989,1.0085,-0.61,-0.43,0.3
14.719,-0.0259,-0.0984,1.0131,-0.55,-0.55,0.37
14.739,-0.0265,-0.0984,1.0103,-0.61,-0.43,0.43
14.759,-0.023,-0.1,1.0101,-0.61,-0.49,0.3
14.779,-0.0246,-0.0956,1.0091,-0.67,-0.43,0.18
14.799,-0.0272,-0.1024,1.0123,-0.55,-0.49,0.3
14.819,-0.0266,-0.1052,1.0122,-0.67,-0.37,0.37
14.839,-0.025,-0.1036,1.0089,-0.43,-0.37,0.43
14.859,-0.024,-0.0984,1.01,-0.49,-0.49,0.49
14.879,-0.0226,-0.0945,1.0078,-0.49,-0.43,0.37
14.899,-0.0231,-0.0976,1.0095,-0.49,-0.49,0.24
14.919,-0.0251,-0.1,1.0099,-0.67,-0.43,0.3
14.939,-0.0254,-0.1003,1.0098,-0.49,-0.49,0.3
14.959,-0.0275,-0.1,1.0093,-0.55,-0.37,0.37
14.979,-0.0271,-0.0972,1.0083,-0.61,-0.49,0.37
14.999,-0.022,-0.0958,1.0134,-0.67,-0.55,0.24
15.019,-0.0256,-0.1042,1.0134,-0.67,-0.49,0.3
15.039,-0.0275,-0.1067,1.0104,-0.55,-0.37,0.49
15.059,-0.0245,-0.1013,1.0095,-0.43,-0.37,0.49
15.079,-0.0239,-0.0956,1.0101,-0.49,-0.49,0.43
15.099,-0.0229,-0.097,1.0054,-0.55,-0.49,0.3
15.119,-0.0232,-0.0987,1.0104,-0.61,-0.49,0.24
15.139,-0.0256,-0.0987,1.0075,-0.61,-0.37,0.3
15.159,-0.0266,-0.0995,1.0106,-0.49,-0.43,0.49
15.179,-0.025,-0.0987,1.006,-0.61,-0.43,0.3
15.199,-0.0251,-0.0967,1.0079,-0.61,-0.49,0.3
15.219,-0.0284,-0.0996,1.014,-0.61,-0.49,0.24
15.239,-0.0262,-0.1035,1.0109,-0.61,-0.37,0.37
15.259,-0.0247,-0.1042,1.0086,-0.43,-0.43,0.43
15.279,-0.0236,-0.1016,1.0071,-0.49,-0.43,0.49
15.299,-0.0228,-0.095,1.0097,-0.49,-0.43,0.43
15.319,-0.0242,-0.0972,1.0063,-0.61,-0.49,0.3
15.339,-0.0235,-0.0967,1.0081,-0.61,-0.37,0.3
15.359,-0.0258,-0.099,1.0116,-0.61,-0.43,0.24
15.379,-0.0278,-0.1027,1.0079,-0.61,-0.37,0.43
15.399,-0.0248,-0.0983,1.0099,-0.55,-0.55,0.43
15.419,-0.0248,-0.097,1.0095,-0.67,-0.43,0.3
15.439,-0.0261,-0.1003,1.0134,-0.49,-0.49,0.3
15.459,-0.0253,-0.1049,1.0112,-0.61,-0.43,0.3
15.479,-0.0256,-0.1038,1.0087,-0.49,-0.43,0.55
15.499,-0.0242,-0.0966,1.007,-0.55,-0.43,0.49
15.519,-0.023,-0.0958,1.0103,-0.55,-0.43,0.3
15.539,-0.0212,-0.0959,1.011,-0.67,-0.3,0.24
15.559,-0.0223,-0.0992,1.0117,-0.61,-0.49,0.3
15.579,-0.0235,-0.1001,1.0123,-0.61,-0.43,0.37
15.599,-0.0255,-0.1006,1.0079,-0.61,-0.43,0.37
15.619,-0.0256,-0.0969,1.0081,-0.55,-0.49,0.24
15.639,-0.0289,-0.0967,1.0103,-0.61,-0.43,0.24
15.659,-0.0279,-0.1013,1.0124,-0.61,-0.49,0.43
15.679,-0.0285,-0.1066,1.01,-0.61,-0.37,0.43
15.699,-0.022,-0.1041,1.0086,-0.43,-0.3,0.61
15.719,-0.0221,-0.0976,1.0098,-0.49,-0.43,0.43
15.739,-0.0187,-0.0945,1.008,-0.49,-0.49,0.24
15.759,-0.0195,-0.0939,1.0079,-0.55,-0.49,0.24
15.779,-0.0233,-0.0958,1.0134,-0.67,-0.43,0.3
15.799,-0.0253,-0.1021,1.0083,-0.61,-0.43,0.37
15.819,-0.0304,-0.1013,1.0091,-0.55,-0.43,0.37
15.839,-0.0286,-0.0957,1.0079,-0.55,-0.49,0.3
15.859,-0.0313,-0.0997,1.014,-0.61,-0.37,0.24
15.879,-0.0286,-0.1049,1.0151,-0.55,-0.55,0.24
15.899,-0.0261,-0.1043,1.0055,-0.55,-0.37,0.43
15.919,-0.0226,-0.0995,1.0113,-0.43,-0.37,0.55
15.939,-0.0209,-0.0966,1.0107,-0.43,-0.43,0.49
15.959,-0.0206,-0.096,1.009,-0.67,-0.43,0.24
15.979,-0.0222,-0.0967,1.0082,-0.55,-0.49,0.37
15.999,-0.023,-0.1008,1.0147,-0.61,-0.49,0.24
16.019,-0.0227,-0.1024,1.0047,-0.73,-0.3,0.37
16.039,-0.0208,-0.1008,1.0082,-0.55,-0.43,0.43
16.059,-0.0236,-0.0967,1.0085,-0.61,-0.49,0.3
16.079,-0.0289,-0.0992,1.0157,-0.61,-0.49,0.12
16.099,-0.0288,-0.1046,1.0109,-0.67,-0.43,0.24
16.119,-0.0306,-0.1046,1.0092,-0.43,-0.37,0.55
16.139,-0.0271,-0.0971,1.0071,-0.49,-0.37,0.55
16.159,-0.0218,-0.0929,1.0112,-0.55,-0.43,0.43
16.179,-0.0226,-0.0969,1.0095,-0.61,-0.49,0.24
16.199,-0.0209,-0.1003,1.0103,-0.61,-0.37,0.24
16.219,-0.02,-0.1049,1.0103,-0.55,-0.37,0.37
16.239,-0.02,-0.1019,1.0098,-0.61,-0.49,0.43
16.259,-0.0229,-0.097,1.0071,-0.67,-0.43,0.3
16.279,-0.0267,-0.095,1.0106,-0.67,-0.49,0.3
16.299,-0.0297,-0.0995,1.0127,-0.67,-0.43,0.18
16.319,-0.0297,-0.1041,1.012,-0.61,-0.37,0.43
