t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
0.979,0.0642,-0.106,1.0012,-2.01,6.95,10.43
0.999,0.0244,-0.1323,1.0384,0.55,-3.35,16.89
1.019,-0.0361,-0.1371,1.0088,-5.24,-4.88,21.04
1.039,-0.1129,-0.155,1.0144,-12.56,-2.38,16.77
1.059,-0.0889,-0.1571,0.9318,-15.55,12.01,8.41
1.079,-0.0608,-0.1592,0.942,-8.84,28.72,2.87
1.099,0.011,-0.1478,1.029,3.9,26.1,-4.27
1.119,0.001,-0.1474,1.0657,-4.21,20.73,5.12
1.139,-0.0078,-0.1235,1.0439,-22.74,1.89,11.4
1.159,0.0058,-0.1203,0.9322,-30.49,-12.87,12.93
1.179,0.0262,-0.1552,0.9534,-14.15,-6.59,6.46
1.199,0.0338,-0.1937,0.9993,-1.22,6.83,0.79
1.219,0.0198,-0.1964,1.0842,-14.21,30.24,3.6
1.239,-0.0038,-0.1526,1.0411,-31.95,32.01,6.65
1.259,-0.0338,-0.1758,0.9543,-37.32,26.89,2.26
1.279,-0.0247,-0.1785,1.0184,-11.83,32.74,4.76
1.299,-0.0583,-0.1788,1.0487,-10.12,28.84,7.07
1.319,-0.0449,-0.1976,1.0956,-20.73,22.5,10.24
1.339,-0.0702,-0.178,0.9955,-36.28,14.57,14.02
1.359,-0.0878,-0.1989,0.8984,-39.88,4.57,13.96
1.379,-0.061,-0.1988,0.8898,-21.83,5.91,7.44
1.399,-0.0667,-0.2346,0.9233,-10.73,10.98,3.72
1.419,-0.0966,-0.259,0.9506,-15.91,13.6,6.1
1.439,-0.1086,-0.256,0.8831,-28.78,17.44,12.2
1.459,-0.1683,-0.2888,0.8038,-26.89,12.93,11.46
1.479,-0.2115,-0.3235,0.8119,-6.28,16.28,8.17
1.499,-0.2174,-0.3213,0.8931,11.95,17.87,8.35
1.519,-0.2888,-0.2991,0.9193,5.67,16.59,10.98
1.539,-0.3383,-0.2607,0.8815,-2.87,4.21,7.38
1.559,-0.3293,-0.2593,0.8527,2.74,1.52,-0.73
1.579,-0.3108,-0.2667,0.8976,15.12,12.07,-9.21
1.599,-0.2729,-0.2615,0.9652,17.2,13.78,-16.71
1.619,-0.2673,-0.2288,0.977,11.46,12.44,-18.11
1.639,-0.2151,-0.225,0.9611,-1.59,4.39,-21.65
1.659,-0.1943,-0.2498,0.8821,-6.46,1.4,-18.54
1.679,-0.2072,-0.2804,0.8615,0.91,4.7,-22.93
1.699,-0.1735,-0.274,0.9136,11.22,5.67,-18.72
1.719,-0.153,-0.2352,0.9653,12.93,10.79,-17.74
1.739,-0.1506,-0.1624,1.0435,9.15,18.6,-16.83
1.759,-0.1165,-0.1871,1.0063,3.05,9.09,-19.51
1.779,-0.1174,-0.2343,0.984,-0.06,4.76,-17.01
1.799,-0.1946,-0.2901,0.9808,1.46,-1.59,-13.05
1.819,-0.1924,-0.3116,0.9484,-2.87,-16.22,-14.15
1.839,-0.2178,-0.3138,0.8784,-2.38,-12.38,-13.17
1.859,-0.205,-0.2606,0.9266,10.79,2.74,-13.11
1.879,-0.2352,-0.2349,0.9783,13.9,11.28,-20.43
1.899,-0.177,-0.2572,1.0049,8.84,14.39,-27.26
1.919,-0.145,-0.2437,0.9691,0.85,22.62,-26.77
1.939,-0.142,-0.2621,0.9449,-1.04,14.39,-27.26
1.959,-0.1226,-0.2453,0.9469,2.26,2.38,-21.83
1.979,-0.1218,-0.2737,0.9441,7.56,-10.85,-16.65
1.999,-0.1176,-0.2994,0.9476,1.95,-17.38,-8.05
2.019,-0.1058,-0.3007,0.9678,-2.01,-7.32,-1.95
2.039,-0.1935,-0.2573,0.902,-1.59,6.52,-6.04
2.059,-0.1159,-0.2914,0.9449,15.12,7.74,-28.17
2.079,-0.0906,-0.2931,1.0113,22.5,28.9,-26.22
2.099,-0.1285,-0.2966,1.032,16.83,41.22,-14.76
2.119,-0.2263,-0.3077,1.0317,5.91,19.88,-2.26
2.139,-0.3121,-0.2771,0.9573,-0.12,-6.95,-3.35
2.159,-0.2198,-0.2783,0.9385,4.88,-18.78,-7.62
2.179,-0.1019,-0.2506,0.9987,11.59,10.85,-3.17
2.199,-0.1013,-0.2274,0.9898,2.38,44.09,9.21
2.219,-0.2368,-0.2439,0.9828,-3.29,39.82,0.67
2.239,-0.1984,-0.2526,0.9252,-4.33,14.33,-9.09
2.259,-0.1877,-0.2693,0.9501,-2.62,17.01,-0.37
2.279,-0.2078,-0.2675,0.9919,-1.52,23.9,17.56
2.299,-0.3296,-0.1544,0.983,-11.89,22.87,24.63
2.319,-0.3208,-0.185,0.9864,-0.55,-14.88,-14.15
2.339,-0.0676,-0.1976,1.0148,7.56,-24.45,-19.76
2.359,-0.0645,-0.1983,1.045,-3.78,7.74,-0.18
2.379,-0.0714,-0.1575,1.0272,-13.23,24.76,21.59
2.399,-0.2803,-0.1196,0.9318,-18.11,9.45,2.56
2.419,-0.0358,-0.1959,0.9945,10.3,-19.94,-25.61
2.439,-0.0087,-0.184,0.9775,1.65,-17.99,-8.84
2.459,-0.0748,-0.222,1.019,-2.07,-7.99,2.44
2.479,-0.1083,-0.1879,0.9272,-11.83,1.59,10.0
2.499,-0.1604,-0.2117,0.8574,-11.77,2.13,3.23
2.519,-0.1078,-0.2269,0.8987,0.49,4.45,-1.52
2.539,-0.1168,-0.2122,0.9775,1.22,2.93,5.91
2.559,-0.2007,-0.1999,0.965,-10.85,-4.39,18.35
2.579,-0.2627,-0.2264,0.8811,-20.55,-19.39,17.13
2.599,-0.2833,-0.2683,0.8277,-11.52,-21.71,9.39
2.619,-0.2322,-0.2673,0.8336,-4.02,-9.09,3.72
2.639,-0.1917,-0.2672,0.8111,-1.04,-4.33,0.24
2.659,-0.1752,-0.2628,0.8628,9.57,1.34,6.22
2.679,-0.2367,-0.2549,0.9133,20.73,10.3,12.26
2.699,-0.2459,-0.2516,0.9648,19.94,-1.28,6.34
2.719,-0.1785,-0.2388,0.9675,14.51,-23.96,7.32
2.739,-0.1869,-0.2195,0.9567,13.84,-22.8,9.76
2.759,-0.1552,-0.2271,1.0141,15.12,-10.73,11.22
2.779,-0.2728,-0.1945,1.0122,7.26,6.22,15.67
2.799,-0.2449,-0.2097,1.0076,5.06,3.54,-3.05
2.819,-0.1766,-0.2402,0.9959,12.26,2.68,-4.82
2.839,-0.1857,-0.2333,1.0389,17.2,5.49,1.83
2.859,-0.1558,-0.2197,1.0589,12.26,-8.72,9.7
2.879,-0.2824,-0.2073,1.0467,-1.83,-8.48,16.89
2.899,-0.3226,-0.2173,0.9428,-7.99,-11.1,-0.91
2.919,-0.1714,-0.2142,0.9388,5.98,-14.88,-10.24
2.939,-0.1642,-0.1875,0.9363,7.56,-9.63,-1.95
2.959,-0.1545,-0.1926,0.9417,6.04,-11.16,2.56
2.979,-0.2277,-0.1991,0.9886,10.43,-17.99,4.27
2.999,-0.184,-0.1749,0.9855,9.94,-19.76,-4.21
3.019,-0.162,-0.2007,1.0196,10.55,-18.78,-0.55
3.039,-0.1603,-0.1831,1.0817,10.73,-7.13,1.77
3.059,-0.1222,-0.1829,1.1045,2.8,0.43,4.88
3.079,-0.1784,-0.1803,1.0652,-8.05,0.55,6.65
3.099,-0.147,-0.1862,1.0364,0.55,-19.33,0.37
3.119,-0.1395,-0.1915,0.9965,1.71,-23.48,3.17
3.139,-0.1544,-0.1909,1.0098,8.78,-15.91,2.93
3.159,-0.1696,-0.1846,1.0378,10.73,-3.11,1.71
3.179,-0.1523,-0.1833,1.0197,1.4,6.04,3.66
3.199,-0.1964,-0.1682,0.9934,-2.13,-6.71,3.6
3.219,-0.1799,-0.178,0.9545,-2.07,-12.8,1.52
3.239,-0.1587,-0.1816,0.9528,2.01,-17.13,-1.1
3.259,-0.1357,-0.1907,0.9811,8.72,-17.13,-4.45
3.279,-0.0955,-0.1896,1.0712,11.59,-2.32,-1.04
3.299,-0.1051,-0.1625,1.0614,7.5,11.1,4.82
3.319,-0.1837,-0.1832,1.0848,6.65,15.67,4.63
3.339,-0.1251,-0.186,1.1173,10.85,11.04,-2.2
3.359,-0.1049,-0.1729,1.1572,8.29,-4.57,2.01
3.379,-0.1339,-0.1606,1.1274,-3.78,-17.99,4.51
3.399,-0.0562,-0.1683,1.0975,-5.06,-26.04,-0.12
3.419,-0.0768,-0.1573,1.0203,-5.0,-10.73,1.28
3.439,-0.0169,-0.1644,1.0063,0.06,-4.15,-5.3
3.459,0.0625,-0.1608,0.9896,6.83,-0.18,-4.7
3.479,0.046,-0.1568,1.0514,13.11,13.35,2.8
3.499,-0.0007,-0.1439,1.1292,16.22,28.6,7.56
3.519,-0.0476,-0.1389,1.1677,6.52,22.99,7.26
3.539,-0.0753,-0.1424,1.1199,-3.54,1.52,4.09
3.559,-0.0316,-0.1579,1.0977,-5.18,-10.18,5.37
3.579,-0.0579,-0.1448,1.1078,-7.93,-6.95,13.35
3.599,-0.1109,-0.1714,0.9952,-21.71,-1.52,13.11
3.619,-0.0463,-0.1835,0.904,-18.17,-8.78,6.65
3.639,-0.0266,-0.1943,0.897,-10.61,-13.48,6.34
3.659,0.0337,-0.2017,0.8904,-0.06,-18.48,15.18
3.679,-0.0213,-0.1668,0.9191,-2.87,-9.94,30.43
3.699,-0.2316,-0.1334,1.0789,8.48,20.24,33.54
3.719,-0.2364,-0.1083,1.0682,-2.62,32.44,17.87
3.739,-0.1467,-0.156,1.0521,-13.17,10.43,14.45
3.759,-0.1332,-0.1872,0.9717,-17.13,-14.88,15.0
3.779,-0.1364,-0.1776,0.9202,-15.79,-29.51,19.94
3.799,-0.2054,-0.1924,0.9583,-0.98,-15.0,23.41
3.819,-0.2036,-0.1684,0.9852,2.44,2.5,13.54
3.839,-0.1541,-0.1939,0.9794,-3.84,7.32,7.44
3.859,-0.1396,-0.1784,0.9511,1.46,16.89,8.05
3.879,-0.0331,-0.1521,1.006,9.15,2.87,10.91
3.899,-0.0547,-0.1479,1.0022,0.12,-19.33,19.27
3.919,-0.1158,-0.1432,0.9596,-4.09,-25.85,25.79
3.939,-0.1475,-0.1163,0.9862,9.63,-18.84,18.41
3.959,-0.0978,-0.115,1.0065,13.17,-13.84,9.09
3.979,-0.0776,-0.1655,1.0442,5.12,-15.12,17.01
3.999,-0.1977,-0.1494,0.9696,-8.66,-12.2,22.99
4.019,-0.1406,-0.1664,0.9264,-0.37,-17.26,13.72
4.039,-0.1676,-0.16,0.942,10.79,-8.9,14.21
4.059,-0.1313,-0.1618,0.9546,13.96,-8.29,14.7
4.079,-0.1747,-0.1761,0.9694,12.87,-16.22,15.55
4.099,-0.2597,-0.2217,0.9151,9.82,-26.34,12.87
4.119,-0.1916,-0.1996,0.9507,18.9,-32.13,1.95
4.139,-0.0502,-0.1189,0.9909,30.67,-32.2,1.89
4.159,-0.1295,-0.0841,1.1329,31.28,-22.8,12.26
4.179,-0.0979,-0.022,1.1886,20.85,-25.3,10.85
4.199,-0.1125,-0.0029,1.051,-8.78,-41.71,8.78
4.219,-0.1251,-0.0505,0.9453,-5.06,-34.02,-0.24
4.239,-0.1149,-0.0577,0.9663,15.49,-10.61,-5.91
4.259,-0.1337,-0.0752,1.0304,21.28,-8.84,-7.8
4.279,-0.0704,-0.108,0.9943,8.54,-22.93,-10.12
4.299,-0.0625,-0.1552,1.0245,11.52,-27.44,-1.52
4.319,-0.0595,-0.1085,0.9783,11.04,-21.22,2.07
4.339,-0.045,-0.0452,1.0979,26.28,-3.35,-5.55
4.359,0.019,0.0464,1.2593,29.02,18.11,-4.94
4.379,-0.0151,0.1025,1.2166,-4.02,9.09,-2.62
4.399,-0.0106,0.1128,1.0656,-15.0,-2.74,-4.21
4.419,-0.0297,0.1373,1.0098,0.3,-1.28,-3.48
4.439,-0.0491,0.1359,1.0276,3.6,-3.66,-8.41
4.459,-0.0303,0.1377,0.9938,-8.84,0.24,-9.39
4.479,0.0495,0.1443,0.9255,-22.44,1.52,-13.05
4.499,0.0319,0.1581,0.9301,-6.77,6.77,-10.91
4.519,0.0852,0.1081,1.0059,0.79,11.52,-10.61
4.539,0.0692,0.0869,1.006,-5.49,18.17,-3.23
4.559,0.0163,0.043,1.0359,-11.71,11.46,3.17
4.579,-0.0826,-0.0217,0.9599,-15.55,-4.15,6.4
4.599,-0.1121,-0.0644,0.9303,-11.95,-7.13,4.51
4.619,-0.1297,-0.1,0.9822,0.18,-1.4,-4.51
4.639,-0.1303,-0.0897,0.9423,-12.38,31.04,-15.85
4.659,-0.0112,-0.1193,1.0219,-15.12,59.88,-25.0
4.679,0.0214,-0.0807,1.0372,-10.85,53.9,-21.4
4.699,0.04,-0.1252,1.0076,-20.0,29.94,-15.18
4.719,0.0482,-0.0923,1.0187,-9.21,29.27,-3.66
4.739,-0.0789,-0.0939,1.0717,-6.22,20.91,8.9
4.759,-0.2258,-0.0892,1.0944,-13.84,33.9,3.23
4.779,-0.1951,-0.1124,1.0613,-23.54,36.71,-8.11
4.799,-0.166,-0.1099,1.0013,-27.01,25.3,-9.82
4.819,-0.137,-0.1138,0.8967,-22.2,-10.24,-4.15
4.839,-0.2029,-0.1619,0.9076,-0.24,-35.24,-2.5
4.859,-0.1226,-0.1855,0.9805,11.04,-23.41,-7.2
4.879,-0.1389,-0.1795,0.9832,-1.77,-7.74,-8.84
4.899,-0.0738,-0.1664,0.9143,-17.01,6.16,-17.38
4.919,-0.1175,-0.1796,0.9577,-1.34,18.78,-15.0
4.939,-0.1399,-0.1729,1.0953,13.9,12.26,-10.91
4.959,-0.1759,-0.1891,1.0981,-2.56,-20.3,-11.59
4.979,-0.0533,-0.2073,0.9869,-22.38,-21.71,-18.6
4.999,-0.0862,-0.2106,0.9755,-12.68,-1.71,-14.76
5.019,-0.0473,-0.2479,1.0427,-6.22,10.73,-18.48
5.039,0.0173,-0.2214,0.96,-23.66,7.5,-14.63
5.059,0.0419,-0.2041,0.8929,-19.39,-16.22,-7.32
5.079,-0.0282,-0.2182,1.0797,2.93,-18.23,1.52
5.099,-0.0613,-0.2037,1.0465,-16.46,1.1,1.16
5.119,-0.0134,-0.256,1.0779,-16.46,-3.17,-0.43
5.139,-0.1927,-0.2876,0.9675,-26.95,-7.99,9.45
5.159,-0.2729,-0.3465,0.8735,-28.6,-2.5,0.73
5.179,-0.2125,-0.341,0.9536,1.4,-3.35,-5.3
5.199,-0.1882,-0.3012,1.0106,-1.04,0.49,-4.82
5.219,-0.2372,-0.2927,1.0287,-6.83,5.67,-6.34
5.239,-0.19,-0.232,1.1168,3.11,3.6,-7.2
5.259,-0.1683,-0.1649,1.0868,3.54,-14.7,-4.51
5.279,-0.1262,-0.1689,1.2219,6.95,-4.45,-11.04
5.299,-0.0753,-0.1369,1.0806,-21.52,14.7,-13.72
5.319,-0.0517,-0.1608,1.0176,-23.54,10.85,-5.06
5.339,-0.2142,-0.1519,0.9759,-4.63,0.3,1.65
5.359,-0.2007,-0.1865,0.9632,3.72,-17.68,0.79
5.379,-0.319,-0.2147,0.9237,5.06,-11.28,7.13
5.399,-0.3726,-0.2538,0.8846,10.0,-3.84,11.77
5.419,-0.4161,-0.2059,0.7869,4.82,2.01,7.26
5.439,-0.336,-0.2013,0.8307,21.71,32.32,-6.52
5.459,-0.0425,-0.1713,1.0161,41.28,74.94,-12.26
5.479,-0.1528,-0.1468,1.0416,27.32,87.44,6.1
5.499,-0.2776,-0.1931,0.9647,8.05,55.3,-7.93
5.519,-0.1112,-0.2186,0.9045,17.32,22.87,-16.34
5.539,-0.0126,-0.1936,0.916,31.71,12.13,4.82
5.559,-0.1608,-0.144,1.0573,44.82,18.96,13.72
5.579,-0.165,-0.0828,1.2269,46.95,20.12,-8.9
5.599,-0.0501,-0.1013,1.1918,20.73,13.6,-13.17
5.619,-0.0445,-0.1339,1.072,0.98,5.18,-1.04
5.639,-0.0787,-0.1488,0.9772,-0.61,-7.32,25.12
5.659,-0.4919,-0.0965,0.9623,7.56,-24.88,12.68
5.679,-0.0997,-0.1063,1.019,27.32,-38.05,-23.17
5.699,0.0304,-0.0947,1.0261,17.38,-5.0,-2.07
5.719,0.0379,-0.0513,1.0021,10.12,26.52,27.2
5.739,-0.4973,-0.0406,0.916,1.22,26.04,36.1
5.759,-0.2402,-0.0621,1.0247,29.51,-10.73,-28.72
5.779,0.0136,-0.0275,0.9844,25.55,-16.46,-13.11
5.799,0.0012,-0.0481,1.0755,16.71,7.38,14.27
5.819,-0.1626,-0.0665,1.0064,4.21,-0.67,48.72
5.839,-0.637,-0.0363,0.845,-15.37,-2.2,27.56
5.859,-0.3047,-0.0506,0.8571,21.77,-15.3,-30.49
5.879,-0.0263,0.0046,1.0063,44.76,4.15,-17.99
5.899,0.0693,0.0479,1.162,41.52,33.78,4.57
5.919,-0.1005,0.0198,1.2155,23.96,40.98,26.04
5.939,-0.34,0.012,1.1251,0.49,29.82,5.61
5.959,-0.1369,-0.0388,1.0092,-5.98,-0.24,-19.27
5.979,-0.1485,-0.0918,0.8807,-12.74,-13.6,-6.59
5.999,-0.1892,-0.0986,0.9235,-5.49,-22.2,-3.11
6.019,-0.2468,-0.1135,0.9384,-3.72,-40.85,-18.9
6.039,-0.0611,-0.1001,0.9086,-9.63,-33.96,-38.23
6.059,0.0742,-0.0981,0.8628,-9.7,-13.48,-31.1
6.079,0.1339,-0.1277,0.9261,11.34,-7.01,-16.95
6.099,-0.0787,-0.1497,0.9916,15.0,-1.89,-8.05
6.119,-0.0706,-0.1322,1.0718,14.39,6.34,-21.4
6.139,-0.0989,-0.1364,1.1161,9.82,16.65,-15.85
6.159,-0.1537,-0.1522,1.1348,-6.16,14.7,-7.99
6.179,-0.2175,-0.1748,1.0176,-20.06,-17.99,-7.99
6.199,-0.1262,-0.1757,0.9872,-15.12,-38.54,-11.34
6.219,0.009,-0.1465,0.9832,-9.57,-28.9,-0.67
6.239,-0.074,-0.1469,1.0008,-5.49,-5.0,11.46
6.259,-0.1707,-0.1394,0.9686,-9.21,2.07,12.38
6.279,-0.2136,-0.1216,0.9127,-7.07,-5.43,-1.89
6.299,-0.0612,-0.0683,0.9399,11.04,-2.74,-6.89
6.319,-0.0764,-0.0632,1.0375,12.2,5.61,14.94
6.339,-0.1984,-0.0609,1.0098,-0.49,3.66,21.83
6.359,-0.2436,-0.0477,0.9557,-7.38,-9.63,16.4
6.379,-0.1873,-0.0379,0.9068,-1.65,-11.28,3.78
6.399,-0.1356,-0.0361,0.9233,5.3,-9.94,0.61
6.419,-0.0417,-0.0085,1.0468,17.38,-1.89,9.21
6.439,-0.16,0.0046,1.0745,7.26,1.16,18.11
6.459,-0.1828,0.0,1.0412,-6.52,-7.8,14.94
6.479,-0.1862,-0.0001,0.9668,-10.85,-9.57,6.65
6.499,-0.1411,-0.0089,0.9959,2.87,-1.1,3.78
6.519,-0.107,0.0035,1.0457,6.16,6.77,2.74
6.539,-0.1232,-0.0006,1.0466,-2.07,4.09,9.57
6.559,-0.1772,0.0032,1.0466,-4.82,-4.57,6.04
6.579,-0.1218,-0.0157,1.0204,-4.39,-11.46,0.67
6.599,-0.1664,-0.0215,1.0255,-3.05,-5.91,2.13
6.619,-0.0836,-0.0251,1.0472,1.28,-2.13,-1.28
6.639,-0.1328,-0.0148,1.0238,-4.51,5.79,6.77
6.659,-0.1659,-0.028,1.0193,-9.45,3.23,4.02
6.679,-0.1097,-0.0065,1.006,-7.93,-0.67,-7.68
6.699,-0.0166,-0.0157,1.0381,0.0,-1.89,-5.0
6.719,-0.0773,-0.0044,0.9899,-9.88,6.28,5.3
6.739,-0.1617,-0.0386,1.04,-7.13,12.62,3.6
6.759,-0.1783,-0.0361,0.9685,-9.76,6.89,-0.61
6.779,-0.1644,-0.0451,0.9841,-8.41,3.05,0.3
6.799,-0.1785,-0.0504,0.9614,-3.05,0.43,6.77
6.819,-0.2327,-0.0368,0.9734,-3.6,1.83,4.21
6.839,-0.1959,-0.054,0.9531,-4.45,-3.66,-0.24
6.859,-0.1434,-0.0097,0.9252,-2.93,-7.62,-2.99
6.879,-0.1097,0.004,0.9021,9.7,-0.91,-1.77
6.899,-0.1326,-0.0234,0.9645,16.4,6.65,-0.49
6.919,-0.1541,-0.028,0.9973,12.5,10.91,0.24
6.939,-0.1864,-0.0153,0.9673,7.38,13.72,1.77
6.959,-0.2538,-0.0179,1.002,13.54,11.46,1.34
6.979,-0.261,0.0063,1.0009,8.9,1.16,-3.29
6.999,-0.1991,0.0638,0.993,9.88,-1.4,-6.83
7.019,-0.1549,0.0923,1.0439,8.48,0.18,-8.35
7.039,-0.0898,0.1057,1.0211,-1.16,-1.77,-5.37
7.059,-0.0901,0.1041,0.962,-8.96,-2.38,-2.38
7.079,-0.1163,0.093,0.9426,0.24,-4.94,-5.85
7.099,-0.1264,0.0294,0.955,1.65,-0.61,-5.73
7.119,-0.1218,0.0164,0.9559,3.96,0.61,-4.51
7.139,-0.162,-0.0012,0.9355,4.02,-3.9,-6.89
7.159,-0.059,0.0202,1.0557,13.48,-0.37,-9.57
7.179,-0.0492,0.018,1.051,3.48,6.22,-7.13
7.199,0.0485,-0.0244,1.0374,-0.73,-5.98,-11.28
7.219,0.1011,-0.0616,1.0189,-0.24,-2.93,0.3
7.239,-0.0215,-0.0854,0.9844,-5.61,5.37,11.34
7.259,-0.0696,-0.1215,1.0024,3.72,3.48,6.59
7.279,-0.0435,-0.0704,1.0056,7.2,6.65,3.05
7.299,0.0555,-0.0384,1.0316,3.48,2.93,5.85
7.319,-0.0148,-0.0331,1.0314,-4.39,2.26,20.0
7.339,-0.0814,-0.0293,0.98,-8.48,-11.34,18.05
7.359,-0.0467,-0.0134,0.995,-4.57,-11.28,19.94
7.379,-0.1127,0.0029,1.0535,1.04,12.87,22.38
7.399,-0.1198,0.0107,1.0583,-7.8,27.32,19.33
7.419,-0.1187,0.002,1.0214,-19.76,12.5,22.93
7.439,-0.2204,0.0085,0.9637,-21.59,-3.9,25.0
7.459,-0.157,0.0322,0.9227,-14.88,-10.06,17.93
7.479,-0.1227,-0.0068,1.0239,-0.3,-4.7,26.22
7.499,-0.2326,0.0446,1.1381,-2.93,13.96,27.68
7.519,-0.1545,0.0687,1.0895,-19.15,11.77,19.33
7.539,-0.2247,0.037,1.0381,-27.38,13.05,22.56
7.559,-0.2254,0.037,1.0189,-16.59,18.78,12.87
7.579,-0.0908,-0.0135,1.0419,-14.15,12.01,18.17
7.599,-0.2975,-0.0178,0.968,-27.2,4.57,35.55
7.619,-0.3663,-0.036,0.9014,-25.98,-4.45,21.77
7.639,-0.2287,-0.0295,0.9169,-9.82,4.27,7.87
7.659,-0.2557,-0.046,0.9429,-3.66,21.95,12.44
7.679,-0.2974,-0.0788,0.9537,-9.33,20.0,2.38
7.699,-0.2354,-0.0833,0.9467,-12.44,20.06,5.98
7.719,-0.3509,-0.0924,0.9254,-10.06,17.68,7.99
7.739,-0.184,-0.0882,0.988,-4.27,-3.48,2.74
7.759,-0.2094,-0.1132,0.9701,-5.49,-11.71,14.57
7.779,-0.2527,-0.1491,0.9296,-9.39,-22.87,16.04
7.799,-0.2653,-0.2222,0.8917,-8.84,-33.41,18.05
7.819,-0.3408,-0.2302,0.8839,-4.76,-20.79,17.13
7.839,-0.3326,-0.2006,0.8763,0.0,-5.49,15.12
7.859,-0.2767,-0.1761,0.9107,6.22,-6.95,11.65
7.879,-0.2357,-0.0989,0.8733,6.04,-15.12,9.21
7.899,-0.1829,-0.0366,0.8822,18.11,-17.8,6.16
7.919,-0.1694,0.0259,1.0457,38.84,-2.13,4.45
7.939,-0.147,0.0995,1.172,38.17,9.94,8.78
7.959,-0.2249,0.0903,1.211,14.94,-5.06,16.28
7.979,-0.2324,0.0709,1.1653,5.18,-18.05,18.84
7.999,-0.3279,0.0092,1.0571,-10.18,-24.21,21.65
8.019,-0.3973,-0.0151,1.0286,-0.61,-9.94,11.71
8.039,-0.3715,-0.0657,1.0953,6.52,-0.73,-5.0
8.059,-0.295,-0.0219,1.1078,-0.73,10.61,-10.79
8.079,-0.2991,-0.0129,1.1436,2.26,14.94,-16.59
8.099,-0.2079,-0.012,1.2267,2.01,13.17,-17.74
8.119,-0.1913,-0.007,1.1945,-9.88,0.12,-7.8
8.139,-0.1894,-0.0566,1.1623,-15.85,-14.57,-2.56
8.159,-0.2805,-0.0992,1.2299,-8.41,-2.74,-2.68
8.179,-0.2982,-0.113,1.2635,-8.78,9.15,-8.23
