t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2.159,-0.0165,-0.1008,1.0121,-0.61,-0.55,0.43
2.179,-0.0165,-0.1007,1.0134,-0.61,-0.43,0.3
2.199,-0.0165,-0.0996,1.0067,-0.61,-0.55,0.3
2.219,-0.0152,-0.1002,1.0104,-0.55,-0.37,0.37
2.239,-0.0109,-0.0999,1.0141,-0.61,-0.12,0.3
2.259,-0.0032,-0.1028,1.007,0.24,1.1,0.3
2.279,0.0529,-0.1122,1.0143,-0.73,-2.8,-14.27
2.299,-0.0576,-0.1063,1.0125,-0.3,-2.56,-27.32
2.319,-0.0453,-0.0905,1.0075,-0.18,-2.26,-20.79
2.339,-0.0717,-0.0865,1.0092,-1.04,-2.07,-8.29
2.359,-0.0119,-0.1004,1.0107,-0.85,-0.79,0.85
2.379,-0.0123,-0.097,1.0068,-0.12,-0.24,0.43
2.399,-0.011,-0.1012,1.0085,-1.1,-0.61,0.43
2.419,-0.0132,-0.1006,1.014,-0.79,0.43,0.3
2.439,-0.0056,-0.0957,1.0004,-0.49,-0.79,0.24
2.459,0.0424,-0.114,1.0155,-0.37,-0.85,-10.61
2.479,-0.0416,-0.0894,1.0037,-0.12,-1.83,-22.44
2.499,-0.0464,-0.088,1.0065,-0.61,-1.1,-7.44
2.519,-0.0297,-0.1022,1.009,-0.67,-0.73,-2.68
2.539,-0.0128,-0.0976,1.0094,-0.37,-0.67,0.55
2.559,-0.0167,-0.1033,1.0121,-0.79,-0.55,0.37
2.579,-0.0142,-0.1067,1.0093,-0.55,-0.43,0.43
2.599,-0.0858,-0.1237,1.0026,-0.67,0.12,2.93
2.619,-0.0309,-0.1171,1.0148,0.12,1.04,14.33
2.639,0.0894,-0.0365,1.0137,-0.12,-0.12,7.07
2.659,-0.025,-0.1044,1.0114,-0.61,0.55,-0.24
2.679,-0.0126,-0.0964,1.0078,-0.79,-0.79,0.3
2.699,-0.0124,-0.1022,1.0087,-0.37,-0.24,0.37
2.719,-0.0135,-0.1002,1.0142,-0.61,-0.61,0.3
2.739,-0.0162,-0.098,1.0121,-0.43,-0.18,0.37
2.759,-0.019,-0.0992,1.0114,-0.61,-0.49,0.37
2.779,-0.0171,-0.1021,1.0078,-0.61,-0.55,0.37
2.799,-0.0173,-0.0991,1.0118,-0.43,-0.67,0.37
2.819,-0.0146,-0.0971,1.0123,-0.61,-0.61,0.43
2.839,-0.0141,-0.098,1.0082,-0.61,-0.12,0.24
2.859,-0.0123,-0.0986,1.0071,-0.67,-0.37,0.3
2.879,-0.0127,-0.0982,1.0048,-0.85,-0.49,0.3
2.899,-0.0145,-0.1011,1.0107,-0.98,-0.12,0.37
2.919,0.0486,-0.0852,1.0092,-1.1,-0.67,-5.37
2.939,-0.0863,-0.1181,1.0163,-1.1,-1.46,-14.57
2.959,-0.0125,-0.0991,1.0128,0.24,-0.37,1.46
2.979,-0.0505,-0.11,1.0089,-0.18,-0.85,1.1
2.999,0.02,-0.0913,1.014,-0.3,-1.22,2.13
3.019,0.0026,-0.0954,1.0074,-0.49,0.06,-1.65
3.039,-0.0291,-0.0991,1.0127,-0.61,-0.85,-4.63
3.059,-0.0128,-0.0969,1.0141,-1.04,-1.22,0.73
3.079,-0.0217,-0.084,1.0097,-0.91,-0.91,-2.2
3.099,-0.0188,-0.1135,1.012,-0.85,-0.98,-4.94
3.119,-0.0164,-0.0911,1.0126,-1.04,-0.85,-3.6
3.139,0.0021,-0.0937,1.0148,-1.65,-1.52,-2.26
3.159,-0.0163,-0.0951,1.0114,-1.1,-1.59,-1.4
3.179,-0.0163,-0.0802,1.0127,-0.61,-1.77,4.15
3.199,-0.0149,-0.1069,1.0244,-0.49,-2.8,7.32
3.219,0.0067,-0.1181,1.0091,-0.3,-3.78,2.01
3.239,-0.0041,-0.1078,1.0057,0.12,-2.32,1.59
3.259,-0.0376,-0.1002,1.0128,0.12,-3.9,3.72
3.279,0.0068,-0.0795,1.011,-0.49,-4.82,2.8
3.299,-0.021,-0.0899,1.0056,0.06,-4.94,0.91
3.319,-0.0101,-0.0965,1.0168,0.61,-2.68,0.98
3.339,-0.0019,-0.1311,1.0157,1.04,-5.12,0.98
3.359,0.0027,-0.1218,0.9996,0.79,-6.1,0.0
3.379,-0.0004,-0.1118,1.0233,0.61,-1.52,-2.01
3.399,0.0035,-0.0862,0.9904,-0.79,-4.57,-2.62
3.419,0.0127,-0.08,1.0342,1.28,-0.43,-0.37
3.439,-0.0279,-0.0926,1.0079,1.04,-4.09,2.26
3.459,-0.0161,-0.0751,1.0218,2.01,-6.59,4.82
3.479,-0.0087,-0.0551,1.0048,4.09,-3.96,4.21
3.499,-0.0049,-0.0546,1.0377,4.45,-2.44,0.79
3.519,-0.0023,-0.1008,0.9937,10.55,3.11,-5.79
3.539,0.0637,-0.1107,1.0352,15.24,15.98,-1.52
3.559,0.0651,-0.1127,0.9583,1.89,3.66,5.85
3.579,0.0212,-0.0796,0.9639,6.71,-8.48,9.33
3.599,-0.0531,-0.042,1.0593,-2.13,-3.23,9.94
3.619,0.0043,-0.0782,1.0569,5.61,0.61,1.46
3.639,-0.0245,-0.0796,1.0441,-1.46,-5.24,6.95
3.659,-0.0809,-0.1008,1.0471,-10.98,-6.89,5.55
3.679,-0.0524,-0.067,1.0438,-10.18,-5.49,1.4
3.699,-0.0101,-0.1247,0.9802,-13.05,-7.87,-11.16
3.719,-0.0496,-0.1803,0.9823,-11.83,3.29,-7.8
3.739,0.0394,-0.1196,1.0163,-7.07,4.15,-5.91
3.759,0.0253,-0.0637,1.0228,-5.79,-2.87,2.8
3.779,0.0438,-0.0803,0.9801,-5.79,-6.34,1.4
3.799,0.0864,-0.064,0.9945,-0.24,-2.68,3.17
3.819,0.001,-0.0629,0.9971,-1.16,-5.24,3.96
3.839,-0.0057,-0.0632,0.9817,-0.06,-3.66,1.28
3.859,0.0397,-0.0592,1.0356,5.49,6.89,2.13
3.879,0.0189,-0.0827,1.047,2.99,6.52,-0.18
3.899,0.0089,-0.1185,1.035,-0.06,5.24,1.04
3.919,-0.0406,-0.102,1.0223,-5.43,7.62,1.65
3.939,0.0069,-0.1339,0.9664,-5.3,7.93,-1.22
3.959,0.0338,-0.1385,1.0036,6.1,12.74,5.73
3.979,-0.0131,-0.1207,1.0032,9.63,13.17,8.66
3.999,0.0135,-0.0768,1.0485,6.71,1.22,5.85
4.019,0.0016,-0.0555,1.1348,4.88,-0.43,4.76
4.039,0.0034,-0.0523,1.0856,-6.04,-1.83,4.39
4.059,0.0243,-0.088,1.0391,-12.99,-3.9,2.56
4.079,0.0007,-0.1077,1.0018,-5.3,1.04,3.6
4.099,-0.002,-0.1505,0.9958,-4.57,-1.83,-1.16
4.119,0.0157,-0.1463,0.9793,-4.33,-3.96,-0.18
4.139,-0.0098,-0.1265,0.9861,0.61,-0.85,0.85
4.159,0.0176,-0.1151,1.0084,1.4,-3.96,1.16
4.179,-0.0515,-0.101,1.019,-1.52,-0.55,3.66
4.199,-0.038,-0.0828,1.0464,-2.2,4.94,0.61
4.219,-0.0204,-0.0793,1.0081,-6.95,1.04,0.3
4.239,-0.0204,-0.0546,0.9573,-8.96,-7.32,-0.61
4.259,-0.0076,-0.0688,0.9335,-2.13,-6.59,1.59
4.279,-0.0539,-0.1035,1.0271,7.93,-1.77,-0.06
4.299,-0.0214,-0.1135,1.0279,1.22,-7.68,-3.78
4.319,-0.0236,-0.1545,0.9971,-7.99,-7.74,-4.09
4.339,-0.0015,-0.1471,1.0093,2.07,1.52,-2.32
4.359,0.0372,-0.1127,1.0527,0.91,3.29,-2.01
4.379,0.0403,-0.0889,1.0353,-2.56,-1.28,1.59
4.399,0.0015,-0.0768,1.0068,-1.89,-1.46,0.43
4.419,0.0035,-0.0886,1.0163,1.34,1.22,-1.16
4.439,0.0049,-0.0769,1.0211,3.17,2.56,-1.46
4.459,0.0168,-0.0751,0.9631,-0.85,-1.77,-3.78
4.479,0.0279,-0.0668,0.9957,4.02,-2.5,-2.07
4.499,0.0358,-0.0891,0.9882,8.6,6.52,1.52
4.519,0.0103,-0.1069,1.0031,8.54,6.34,4.02
4.539,0.0017,-0.1177,1.0301,2.56,-0.67,3.35
4.559,-0.0262,-0.1074,0.9709,-7.26,-3.54,1.95
4.579,-0.0493,-0.0959,0.9584,-4.02,-3.23,0.24
4.599,-0.0215,-0.0955,0.962,1.95,0.37,-0.06
4.619,-0.0051,-0.0852,0.9884,6.4,4.82,0.79
4.639,-0.0125,-0.0916,0.9937,4.82,4.51,4.02
4.659,-0.0121,-0.0943,0.9454,0.98,0.3,0.91
4.679,0.0399,-0.0982,1.0132,11.1,0.24,2.62
4.699,0.0167,-0.1113,1.0472,12.07,2.32,5.49
4.719,-0.0031,-0.1051,1.0728,2.87,-0.49,5.0
4.739,-0.0218,-0.0816,1.0383,-1.22,-0.3,1.28
4.759,0.0005,-0.062,1.0273,0.73,5.73,1.89
4.779,0.0099,-0.0699,1.0492,6.89,4.7,1.46
4.799,-0.0192,-0.0744,1.0583,3.05,-1.28,3.17
4.819,-0.0131,-0.0699,1.0223,-5.24,-2.68,1.59
4.839,-0.004,-0.0782,0.9651,-8.17,-4.63,1.59
4.859,-0.0177,-0.095,0.953,-0.61,-1.52,2.5
4.879,-0.0161,-0.1158,1.0294,12.74,-0.98,-1.16
4.899,-0.0093,-0.1168,1.085,3.29,-3.6,0.98
4.919,-0.0027,-0.0732,1.0592,-7.38,-3.54,1.4
4.939,-0.0009,-0.0498,1.0488,-3.84,-2.32,-0.61
4.959,0.0082,-0.0484,1.056,-3.11,-4.09,0.12
4.979,0.0149,-0.0602,1.0577,-7.93,-7.62,1.04
4.999,-0.019,-0.0561,1.0074,-14.02,-8.9,1.52
5.019,0.0029,-0.0859,0.9648,-7.26,-1.95,-1.22
5.039,0.0178,-0.1005,0.9858,0.0,3.17,2.56
5.059,0.0174,-0.1091,0.9515,-3.54,-1.28,4.33
5.079,0.0132,-0.1084,0.9951,-0.43,1.71,3.96
5.099,0.0378,-0.0827,0.9598,-1.89,1.16,3.9
5.119,-0.0023,-0.0988,1.0151,0.18,4.33,5.79
5.139,-0.0444,-0.089,1.0303,5.0,7.38,5.67
5.159,-0.0565,-0.0592,1.0361,-2.5,4.51,2.74
5.179,-0.0222,-0.074,1.0476,0.98,4.21,-0.24
5.199,-0.0306,-0.0776,1.0349,-5.55,1.95,-0.3
5.219,0.0186,-0.1109,0.959,-8.29,-5.79,-3.05
5.239,0.0141,-0.1295,0.9388,-5.43,-3.54,0.12
5.259,-0.0093,-0.1287,0.9065,0.3,1.83,1.83
5.279,0.0051,-0.1286,0.9316,7.56,6.77,2.07
5.299,-0.012,-0.0923,0.9973,13.05,10.43,4.88
5.319,-0.0262,-0.0625,1.0403,6.89,2.13,3.05
5.339,-0.0289,-0.0538,1.0485,-1.1,-5.06,0.12
5.359,-0.0244,-0.0402,1.0187,-3.9,-3.9,-1.83
5.379,-0.0363,-0.056,1.0203,0.12,-0.85,-2.62
5.399,-0.0217,-0.0906,1.069,4.51,-0.73,-3.23
5.419,-0.0068,-0.1026,1.0471,-4.21,-5.85,-3.48
5.439,0.0207,-0.0953,1.0048,-7.74,-8.11,-2.2
5.459,0.0495,-0.079,1.0026,-1.34,-3.35,-0.61
5.479,0.0218,-0.074,1.0264,3.72,4.94,2.68
5.499,0.009,-0.0764,1.0584,4.7,8.29,3.35
5.519,-0.0315,-0.0706,1.0202,-6.83,1.89,4.09
5.539,-0.0515,-0.0865,0.9836,-9.51,-4.94,-0.12
5.559,-0.0228,-0.1063,0.9476,-2.07,-2.07,-2.07
5.579,-0.0184,-0.1111,0.9998,4.33,1.28,-0.37
5.599,0.0042,-0.106,1.0185,0.43,-1.71,0.24
5.619,-0.0167,-0.1002,1.0125,-3.48,-3.72,1.22
5.639,0.0071,-0.0829,1.0353,1.77,-2.56,-0.79
5.659,-0.0056,-0.0874,1.048,-0.24,0.61,0.91
5.679,-0.0132,-0.0898,1.0331,-1.1,0.61,-0.3
5.699,-0.0143,-0.0807,1.0341,-1.4,3.35,0.24
5.719,-0.0034,-0.0617,0.9835,-4.27,0.67,0.61
5.739,0.0295,-0.0907,1.0137,0.98,0.67,0.49
5.759,-0.0006,-0.0856,1.0065,1.16,-1.95,1.59
5.779,0.0272,-0.0915,1.006,-4.39,-5.61,0.18
5.799,0.0025,-0.0972,1.0219,-2.32,0.55,3.11
5.819,-0.0067,-0.1014,0.9919,-1.89,4.09,3.48
5.839,0.0009,-0.1107,1.0081,2.26,6.22,3.05
5.859,-0.007,-0.0906,1.0336,4.21,7.8,4.51
5.879,-0.053,-0.08,1.0229,-1.71,2.87,3.6
5.899,-0.0706,-0.0775,1.024,-4.09,-1.46,0.85
5.919,-0.0392,-0.0855,1.0035,-6.4,-0.73,-1.71
5.939,-0.0143,-0.0898,0.9935,-3.84,-1.46,-1.04
5.959,-0.0518,-0.1014,1.0311,-1.52,-1.28,-0.91
5.979,-0.012,-0.1101,1.0219,-6.4,-9.09,-4.57
5.999,0.0173,-0.1138,0.976,-8.23,-16.52,-1.4
6.019,0.0266,-0.1079,1.0193,0.79,-11.89,1.28
6.039,0.0314,-0.0991,1.0081,1.4,-9.09,2.38
6.059,0.0084,-0.0873,1.0066,2.62,-2.74,3.9
6.079,-0.0289,-0.0702,1.0815,7.99,5.06,3.41
6.099,-0.0255,-0.0786,1.0452,-5.55,5.91,-2.62
6.119,-0.0049,-0.0806,0.9973,-10.67,5.18,-4.15
6.139,-0.0058,-0.1098,0.9772,-4.27,4.21,-3.23
6.159,0.0158,-0.1245,0.9792,-1.28,2.2,-2.99
6.179,0.0386,-0.1197,1.0123,1.71,0.3,0.55
6.199,-0.0063,-0.1227,1.0037,-2.2,-0.55,3.11
6.219,-0.001,-0.1191,1.0208,1.28,4.09,0.49
6.239,0.0021,-0.1011,1.0345,-1.22,6.28,2.62
6.259,-0.0149,-0.087,0.9996,-5.37,3.66,1.95
6.279,-0.0322,-0.081,1.001,-2.74,4.57,0.43
6.299,-0.0077,-0.0804,0.9921,-3.54,1.1,-1.71
6.319,-0.0217,-0.0982,0.9557,-4.76,-2.8,1.46
6.339,-0.0373,-0.1263,0.9894,2.8,-1.4,0.67
6.359,-0.0285,-0.1097,1.0026,1.22,-0.98,-1.83
6.379,0.0086,-0.1088,1.0119,0.67,-0.91,-2.38
6.399,0.0154,-0.1065,1.0223,0.79,0.12,-0.24
6.419,-0.0056,-0.0978,1.0386,2.5,1.34,3.72
6.439,-0.0508,-0.095,1.042,0.98,-0.18,2.2
6.459,-0.0421,-0.0907,1.0104,-2.26,-0.55,-0.79
6.479,-0.0264,-0.0898,1.04,-1.46,1.52,-1.28
6.499,0.0117,-0.1066,0.9777,-5.37,-1.1,-1.28
6.519,0.032,-0.1234,0.9709,1.04,1.95,1.16
6.539,0.0135,-0.1288,0.9896,8.72,5.61,5.43
6.559,0.0074,-0.1312,1.0406,8.48,1.52,3.9
6.579,-0.0017,-0.1143,1.0308,0.61,2.32,4.57
6.599,-0.0222,-0.0903,1.0313,0.91,5.91,5.18
6.619,-0.0173,-0.0598,1.0643,4.02,5.3,3.78
6.639,-0.0248,-0.0739,1.0656,0.79,5.06,5.0
6.659,-0.0451,-0.0797,1.0393,-3.9,0.73,2.62
6.679,-0.0339,-0.0982,1.0085,-7.93,-2.32,1.83
6.699,-0.0641,-0.112,0.9889,-5.0,-0.61,2.32
6.719,-0.043,-0.1171,0.9816,-3.23,-2.38,-1.34
6.739,-0.0305,-0.1265,1.0204,0.18,-1.22,-0.06
6.759,-0.0475,-0.111,0.9823,-2.62,-1.59,-0.85
6.779,-0.0092,-0.0956,1.014,0.18,2.26,-0.18
6.799,-0.0446,-0.0795,1.0228,0.43,6.52,3.78
6.819,-0.0442,-0.0526,1.0204,-1.16,1.46,2.07
6.839,-0.0325,-0.076,1.0123,-2.5,1.59,-0.24
6.859,-0.0546,-0.0767,0.9872,-2.68,1.83,-1.1
6.879,-0.0246,-0.1109,1.0148,-0.06,3.29,-0.43
6.899,-0.0432,-0.122,0.9881,-4.76,1.46,2.32
6.919,-0.0275,-0.1138,0.9742,-5.06,-2.44,-1.71
6.939,-0.02,-0.1319,0.989,-1.28,2.74,-0.98
6.959,-0.0092,-0.1223,0.9989,0.98,7.87,-0.24
6.979,0.0052,-0.0947,1.0256,4.09,7.93,2.32
6.999,-0.0443,-0.0793,1.0956,6.22,6.77,5.06
7.019,-0.0672,-0.0785,1.0875,-2.01,3.17,3.54
7.039,-0.0544,-0.084,1.0288,-10.37,0.12,-0.49
7.059,-0.0177,-0.1096,1.0045,-5.49,3.35,0.79
7.079,-0.0365,-0.1201,0.989,-2.32,4.02,3.11
7.099,-0.0372,-0.1283,1.001,1.71,3.11,3.66
7.119,-0.0364,-0.1242,1.0123,1.34,4.76,3.48
7.139,-0.019,-0.1262,1.0103,-0.91,3.72,2.87
7.159,-0.0261,-0.1107,1.0265,-2.56,2.01,4.88
7.179,-0.0197,-0.0961,1.0361,-1.16,-4.15,8.9
7.199,-0.0521,-0.0946,1.0115,-3.84,-6.16,15.43
7.219,-0.1035,-0.0949,1.0375,0.85,0.98,10.43
7.239,-0.0753,-0.0812,1.0108,-4.45,6.95,6.04
7.259,-0.041,-0.0874,0.9706,-2.87,9.63,3.35
7.279,-0.0488,-0.1184,0.9732,5.98,14.51,1.34
7.299,-0.0635,-0.1391,0.9734,9.02,15.98,3.84
7.319,-0.0334,-0.1464,0.9883,5.24,12.44,4.21
7.339,-0.0564,-0.1336,1.0256,4.7,17.99,10.91
7.359,-0.0701,-0.077,1.0692,5.12,16.71,7.99
7.379,-0.0988,-0.0723,1.0494,-2.93,13.54,7.2
7.399,-0.1249,-0.0628,1.0641,-2.07,8.6,3.54
7.419,-0.1116,-0.0757,1.0191,-10.3,6.52,-0.67
7.439,-0.0834,-0.1036,0.9949,-7.62,6.83,0.06
7.459,-0.1097,-0.1298,0.962,-8.23,-0.98,-0.37
7.479,-0.0817,-0.146,0.9159,-6.28,-3.41,-0.49
7.499,-0.0896,-0.1359,0.9604,5.73,2.01,0.67
7.519,-0.0698,-0.1122,1.0387,9.02,2.68,0.12
7.539,-0.0721,-0.0771,1.0862,3.41,1.52,2.93
7.559,-0.1304,-0.0538,1.0828,-6.4,-1.59,2.38
7.579,-0.1602,-0.0673,1.0514,-11.04,-5.73,-2.56
7.599,-0.1532,-0.0964,1.0043,-13.11,-6.77,-5.61
7.619,-0.1437,-0.1055,0.9782,-13.9,-11.04,-6.59
7.639,-0.1044,-0.1078,0.962,-11.16,-26.04,-7.44
7.659,-0.0591,-0.116,0.9847,-5.18,-26.16,-10.49
7.679,-0.0198,-0.1317,1.0146,-3.84,-18.9,-8.78
7.699,-0.01,-0.1501,1.0269,-5.49,-17.56,-7.13
7.719,-0.0388,-0.1432,1.0717,-5.12,-6.52,-2.13
7.739,-0.0991,-0.1287,1.1014,-8.35,3.23,-2.44
7.759,-0.0496,-0.0911,1.1066,-14.33,3.23,-4.57
7.779,-0.0603,-0.0977,1.095,-16.1,-1.34,-1.28
7.799,-0.0665,-0.1281,1.0454,-20.91,-12.68,-1.77
7.819,-0.0537,-0.158,1.0373,-17.2,-9.21,1.52
7.839,-0.0759,-0.1553,0.9914,-15.43,-0.61,3.23
7.859,-0.0477,-0.1788,0.9475,-11.16,3.66,-2.62
7.879,0.003,-0.1965,0.9529,-2.26,11.83,-3.05
7.899,-0.0358,-0.1976,0.9874,0.91,15.43,3.9
7.919,-0.043,-0.1776,1.043,5.91,13.05,4.94
7.939,-0.0759,-0.16,1.0536,-1.59,18.29,5.49
7.959,-0.0751,-0.1371,1.0417,-7.56,21.04,6.04
7.979,-0.0615,-0.1283,1.0256,-11.46,18.96,2.07
7.999,-0.0721,-0.1607,0.982,-11.16,13.72,0.91
8.019,-0.1048,-0.183,0.9957,-4.82,14.88,2.68
8.039,-0.1326,-0.1941,0.9896,-7.13,14.02,2.74
8.059,-0.1188,-0.1882,0.9539,-7.5,12.44,1.1
8.079,-0.1227,-0.1843,0.9833,4.57,18.78,-0.61
8.099,-0.1086,-0.1651,1.0726,8.96,20.06,-0.67
8.119,-0.1028,-0.1453,1.1332,-1.59,10.79,0.0
8.139,-0.1174,-0.1307,1.0676,-18.41,3.11,2.44
