t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
8.159,-0.1269,-0.1391,1.0253,-19.7,-2.87,0.55
8.179,-0.1215,-0.1629,0.9769,-17.87,0.24,-1.4
8.199,-0.1304,-0.2005,0.9764,-10.3,9.27,0.06
8.219,-0.1442,-0.2195,1.0132,-8.29,9.88,0.61
8.239,-0.145,-0.2153,0.9904,-14.45,4.63,2.5
8.259,-0.1414,-0.2155,0.9652,-14.63,1.71,0.73
8.279,-0.123,-0.2292,0.9514,-11.28,5.79,0.49
8.299,-0.1417,-0.1744,0.9621,-6.1,9.02,0.98
8.319,-0.1348,-0.1266,0.9785,-0.18,8.54,0.43
8.339,-0.1241,-0.1271,1.0688,11.22,11.65,3.6
8.359,-0.1664,-0.1539,1.0922,2.74,2.74,0.37
8.379,-0.1591,-0.2092,1.0865,-12.01,0.3,-1.1
8.399,-0.1729,-0.2419,1.0845,-18.54,6.71,-0.12
8.419,-0.1633,-0.2312,0.979,-25.49,0.73,-4.63
8.439,-0.1411,-0.2524,0.9877,-14.94,0.91,-4.09
8.459,-0.128,-0.2443,0.9882,-13.72,0.85,-1.77
8.479,-0.1101,-0.2396,0.9798,-21.71,-1.16,-0.73
8.499,-0.0937,-0.2462,0.9241,-21.4,4.45,0.98
8.519,-0.151,-0.2385,0.9272,-15.06,8.96,2.5
8.539,-0.162,-0.2626,0.9518,-7.07,6.95,1.95
8.559,-0.1667,-0.2691,1.0033,-4.57,3.05,2.44
8.579,-0.1661,-0.2732,1.0373,-8.9,0.91,4.88
8.599,-0.1814,-0.2551,1.0261,-16.59,-0.98,5.98
8.619,-0.2119,-0.2632,0.9761,-19.39,1.52,3.84
8.639,-0.1792,-0.2606,0.9947,-13.48,7.56,0.06
8.659,-0.1624,-0.2731,0.9728,-17.87,9.09,-2.99
8.679,-0.1667,-0.2634,0.9929,-18.6,6.46,-0.73
8.699,-0.1756,-0.261,0.978,-18.17,-0.98,-0.06
8.719,-0.1684,-0.2883,0.9417,-17.8,-3.78,0.91
8.739,-0.1728,-0.3206,0.9586,-8.23,0.98,2.38
8.759,-0.1937,-0.3289,0.9671,-10.61,-1.71,2.8
8.779,-0.2191,-0.3356,0.9659,-6.71,0.3,2.32
8.799,-0.2171,-0.3531,1.0,-1.46,1.4,-0.12
8.819,-0.1965,-0.3377,0.9789,-3.66,2.74,-2.62
8.839,-0.1652,-0.3019,0.9807,-0.3,5.12,-5.85
8.859,-0.2116,-0.2601,1.0292,1.71,11.59,-2.07
8.879,-0.2001,-0.2491,1.026,0.43,2.74,-5.79
8.899,-0.1572,-0.2604,1.0391,-5.73,1.28,-3.84
8.919,-0.1657,-0.3279,1.0021,-12.26,-3.05,-4.76
8.939,-0.1473,-0.3437,0.9638,-16.28,-4.82,-3.29
8.959,-0.144,-0.3181,0.9662,-11.22,0.91,-3.72
8.979,-0.1048,-0.3199,0.9831,-6.71,5.61,-6.59
8.999,-0.0895,-0.3105,0.9624,-7.01,16.65,-2.62
9.019,-0.1274,-0.3516,1.0533,-0.18,21.52,0.73
9.039,-0.2538,-0.307,1.1191,1.22,15.61,8.9
9.059,-0.3409,-0.2792,1.1307,-0.79,-4.09,13.6
9.079,-0.3063,-0.3011,1.0516,-8.41,-24.7,9.88
9.099,-0.2094,-0.3082,0.8641,-27.01,-34.63,3.29
9.119,-0.0518,-0.3392,0.6354,-37.2,-27.68,-5.67
9.139,0.0003,-0.2764,0.4743,-31.89,-5.49,-8.9
9.159,0.011,-0.2879,0.4753,-4.33,9.51,-9.76
9.179,-0.014,-0.2966,0.513,11.77,11.4,-1.71
9.199,-0.0414,-0.3329,0.5345,16.83,0.91,6.16
9.219,-0.0703,-0.3273,0.5522,20.67,-0.61,12.32
9.239,-0.1852,-0.2343,0.5529,27.26,-3.96,19.39
9.259,-0.2203,-0.211,0.601,35.67,-15.12,15.06
9.279,-0.177,-0.2187,0.7333,37.13,-12.8,11.52
9.299,-0.1512,-0.2195,0.7343,14.33,-17.56,7.32
9.319,-0.111,-0.2266,0.7062,8.35,-19.39,3.17
9.339,-0.1163,-0.2358,0.7643,20.98,-7.93,7.87
9.359,-0.1089,-0.3051,0.808,24.15,-21.95,7.44
9.379,-0.1146,-0.3195,0.903,26.83,-23.41,12.44
9.399,-0.1086,-0.2751,0.9164,25.67,-24.39,10.79
9.419,-0.1202,-0.2092,0.9202,24.27,-19.51,7.8
9.439,-0.1326,-0.1376,1.0413,35.18,-9.27,2.07
9.459,-0.1144,-0.1802,1.1601,32.93,-4.94,-2.99
9.479,-0.0832,-0.201,1.1101,16.71,-15.37,-3.96
9.499,-0.0685,-0.1984,1.12,17.26,-16.52,-0.24
9.519,-0.1011,-0.2238,1.0837,15.61,-20.79,7.32
9.539,-0.1105,-0.1899,1.0333,20.18,-25.85,9.33
9.559,-0.1213,-0.2479,1.1071,27.93,-21.28,8.41
9.579,-0.0469,-0.2205,1.0886,18.54,-16.83,4.88
9.599,-0.0112,-0.1646,1.0141,10.61,-5.55,3.48
9.619,-0.0722,-0.1373,0.9781,15.18,3.29,10.91
9.639,-0.0214,-0.1569,1.0004,26.95,9.15,15.79
9.659,-0.0597,-0.1714,1.2045,38.96,16.16,23.54
9.679,-0.0505,-0.1879,1.1949,0.85,-4.57,18.84
9.699,-0.0708,-0.1422,1.002,-27.26,-13.11,13.6
9.719,-0.1516,-0.1477,0.9711,-2.5,2.07,8.96
9.739,-0.1865,-0.1842,1.1029,21.1,-6.89,-0.85
9.759,-0.1324,-0.2099,1.1681,9.45,-30.98,-1.22
9.779,-0.1512,-0.1755,1.0566,-1.34,-48.17,-3.84
9.799,-0.0857,-0.1528,0.9125,2.44,-41.34,-6.52
9.819,-0.0609,-0.1305,1.0145,32.8,-9.39,-8.35
9.839,-0.0217,-0.1185,1.2695,39.33,4.76,-7.8
9.859,-0.0451,-0.0922,1.2399,2.68,-14.27,-6.28
9.879,-0.0515,-0.1052,1.0703,-16.59,-28.35,-5.55
9.899,-0.099,-0.1574,1.0521,9.33,-14.82,-6.28
9.919,-0.1093,-0.1765,1.0853,12.56,-12.01,-10.43
9.939,-0.0722,-0.1727,1.0665,1.04,6.95,-16.16
9.959,-0.0279,-0.1001,0.9868,-9.63,10.85,-17.26
9.979,0.0493,-0.0742,0.9113,0.98,-1.59,-17.13
9.999,0.0396,-0.0898,0.9783,23.96,-12.32,-6.77
10.019,0.011,-0.103,1.0461,24.76,-31.95,-2.26
10.039,-0.028,-0.1111,1.1479,10.79,-20.3,-4.33
10.059,-0.0317,-0.111,1.0513,-6.52,-2.74,-10.98
10.079,0.0031,-0.1322,1.1055,9.21,15.55,-13.05
10.099,-0.0081,-0.1282,1.1774,15.18,9.88,-7.44
10.119,0.0034,-0.1161,1.1805,6.28,-13.35,-3.11
10.139,0.0316,-0.1104,1.1363,2.87,-25.67,-1.22
10.159,0.0237,-0.1172,1.2777,16.65,-10.3,3.23
10.179,-0.0198,-0.0871,1.4304,18.6,4.76,3.23
10.199,-0.013,-0.061,1.5411,4.76,26.4,-0.24
10.219,-0.0532,-0.0392,1.537,-11.65,30.43,-0.85
10.239,-0.0731,-0.0469,1.4822,-24.76,10.37,-3.48
10.259,-0.0765,-0.0974,1.3729,-33.6,-13.84,-1.4
10.279,-0.0443,-0.1302,1.2341,-32.8,-28.96,3.17
10.299,-0.0397,-0.1724,1.0767,-26.16,-28.48,9.63
10.319,-0.0493,-0.1954,0.9941,-4.33,-9.21,13.96
10.339,-0.0868,-0.1926,1.0372,13.96,11.34,16.65
10.359,-0.087,-0.1801,1.1297,14.7,19.88,2.8
10.379,-0.0649,-0.1353,1.1056,-6.71,31.77,0.12
10.399,-0.0136,-0.0894,1.1153,-9.02,32.8,-4.7
10.419,0.0223,-0.0515,1.1483,-16.89,27.56,-1.95
10.439,0.0172,-0.0266,1.1422,-21.04,26.22,-1.65
10.459,0.0113,-0.056,1.1244,-27.32,27.32,-2.01
10.479,0.0016,-0.1273,1.093,-31.34,27.62,-3.54
10.499,-0.0571,-0.1722,0.9937,-35.0,25.73,-5.37
10.519,-0.1025,-0.2228,0.9794,-16.04,37.13,-8.17
10.539,-0.113,-0.215,1.1039,3.17,46.4,-11.34
10.559,-0.1482,-0.229,1.1779,-4.27,39.09,-7.68
10.579,-0.1888,-0.2092,1.108,-22.87,21.89,-2.99
10.599,-0.1931,-0.1299,1.0988,-29.15,9.15,-5.55
10.619,-0.1293,-0.0207,1.0908,-34.02,14.02,-16.16
10.639,-0.0174,-0.0266,1.1229,-35.55,37.74,-23.84
10.659,0.0279,-0.0646,1.0159,-51.16,45.43,-26.59
10.679,0.0508,-0.1686,0.9063,-50.79,45.43,-19.27
10.699,-0.0374,-0.2619,0.8714,-40.12,33.54,-9.39
10.719,-0.1066,-0.3295,0.8214,-30.0,8.6,1.1
10.739,-0.1669,-0.3801,0.7661,-13.23,-3.9,9.27
10.759,-0.2133,-0.3201,0.766,5.3,-10.73,13.6
10.779,-0.1997,-0.3094,0.774,9.82,-10.06,5.24
10.799,-0.1967,-0.2831,0.8104,7.01,14.63,-0.91
10.819,-0.2264,-0.2517,0.8293,5.61,24.7,-5.12
10.839,-0.2569,-0.1733,0.8643,-8.23,26.71,-18.66
10.859,-0.2246,-0.1387,0.7896,-28.23,32.93,-33.54
10.879,-0.1312,-0.1144,0.7051,-38.23,30.37,-41.95
10.899,-0.0118,-0.1028,0.5613,-42.68,19.88,-34.33
10.919,0.0199,-0.0994,0.3669,-38.6,-0.73,-19.15
10.939,0.0416,-0.1016,0.2131,-40.91,-37.68,-5.73
10.959,-0.0031,-0.152,0.0505,-33.11,-58.11,3.35
10.979,0.052,-0.3033,0.1351,-10.43,-57.87,6.52
10.999,0.0652,-0.3676,0.1468,-1.89,-42.93,9.09
11.019,0.0161,-0.3764,0.259,16.1,-12.62,15.43
11.039,-0.0276,-0.38,0.4162,36.65,7.62,16.77
11.059,-0.0477,-0.3808,0.5591,46.65,5.79,25.24
11.079,-0.1047,-0.3365,0.7586,59.82,4.33,40.18
11.099,-0.1997,-0.2797,0.9401,59.27,-10.55,42.93
11.119,-0.196,-0.2218,0.9165,44.57,-25.12,30.61
11.139,-0.1452,-0.1254,0.9331,36.89,-10.91,15.49
11.159,-0.1313,-0.096,1.019,35.85,3.9,9.02
11.179,-0.1422,-0.1071,1.0782,42.8,2.38,6.04
11.199,-0.1133,-0.1522,1.0355,27.07,-24.39,8.84
11.219,-0.2218,-0.1342,0.8622,25.49,-35.49,13.72
11.239,-0.3199,-0.1632,1.0389,60.67,-34.09,10.55
11.259,-0.2827,-0.2316,0.9824,35.37,-44.45,-7.68
11.279,-0.122,-0.1469,0.8921,24.02,-15.18,-18.41
11.299,-0.0636,-0.1276,0.9652,39.33,-9.45,-16.83
11.319,-0.0037,-0.0879,1.2589,80.12,-20.0,-4.09
11.339,-0.0446,-0.0391,1.572,84.09,-28.17,20.37
11.359,-0.2252,0.0403,1.7065,69.21,-53.54,28.05
11.379,-0.1653,0.0708,1.8194,58.17,-46.28,12.56
11.399,-0.0734,0.0972,1.9949,52.44,-1.16,0.91
11.419,0.0071,0.0922,1.9989,47.38,31.95,5.61
11.439,-0.1055,0.0324,1.9999,15.0,22.99,20.06
11.459,-0.2134,-0.0134,1.9999,-32.99,-13.9,27.07
11.479,-0.2472,-0.0224,1.8734,-51.28,-29.09,29.76
11.499,-0.248,-0.0488,1.4892,-53.6,-9.94,24.15
11.519,-0.1999,-0.0889,1.249,-34.7,19.27,14.45
11.539,-0.1519,-0.1217,1.2006,-16.1,32.99,6.04
11.559,-0.1432,-0.1443,1.1633,-17.87,33.29,7.44
11.579,-0.1605,-0.116,1.0233,-13.11,31.71,4.82
11.599,-0.113,-0.094,1.0975,8.72,40.85,-0.61
11.619,-0.104,-0.0453,1.2242,1.83,54.45,-3.6
11.639,-0.0691,0.031,1.1796,-35.43,57.13,-13.78
11.659,-0.0413,0.04,1.0653,-63.23,74.33,-25.91
11.679,-0.0155,0.0231,0.9554,-72.38,85.91,-32.8
11.699,-0.042,-0.0322,0.8883,-64.94,81.46,-31.04
11.719,-0.0666,-0.1197,0.8117,-58.66,54.76,-24.09
11.739,-0.1336,-0.2032,0.7462,-55.18,27.87,-7.44
11.759,-0.2048,-0.2202,0.6874,-38.96,13.05,4.63
11.779,-0.2673,-0.2002,0.6946,-28.41,0.98,5.61
11.799,-0.2883,-0.1724,0.7107,-21.59,0.67,-3.6
11.819,-0.2349,-0.1446,0.6788,-32.56,2.2,-12.68
11.839,-0.15,-0.138,0.6231,-45.73,7.07,-25.91
11.859,-0.113,-0.1389,0.4521,-62.2,2.38,-30.3
11.879,-0.059,-0.1499,0.3281,-56.59,-1.71,-28.78
11.899,-0.0547,-0.1857,0.2482,-40.12,-7.13,-16.46
11.919,-0.017,-0.2229,0.2433,-23.29,-22.56,-6.71
11.939,-0.0569,-0.2493,0.2604,-8.17,-25.55,7.07
11.959,-0.0991,-0.2678,0.2689,-2.44,-31.59,13.05
11.979,-0.0926,-0.341,0.3376,9.51,-26.04,11.83
11.999,-0.0607,-0.3758,0.5596,21.04,-7.74,16.59
12.019,-0.2159,-0.3706,0.6303,11.04,-6.22,23.72
12.039,-0.2625,-0.3254,0.6769,25.49,-9.7,23.66
12.059,-0.2912,-0.244,0.7917,42.56,-7.13,21.77
12.079,-0.2488,-0.1943,0.967,50.37,-16.71,17.01
12.099,-0.2303,-0.1675,1.1,38.35,-24.15,19.15
12.119,-0.2239,-0.1673,1.0269,17.44,-42.38,15.37
12.139,-0.1717,-0.196,0.9007,14.63,-43.66,4.33
12.159,-0.2038,-0.1935,0.8908,27.13,-26.65,5.18
12.179,-0.1603,-0.2104,0.9775,45.79,-20.85,0.98
12.199,-0.116,-0.1887,1.016,45.43,-17.07,3.72
12.219,-0.1255,-0.1287,1.057,38.84,-12.44,3.66
12.239,-0.129,-0.1243,1.1,37.26,-3.72,-0.24
12.259,-0.1149,-0.0765,1.0782,30.06,-3.6,-1.46
12.279,-0.1106,-0.0927,1.0204,20.91,-6.46,-2.26
12.299,-0.1248,-0.0593,1.0094,26.65,-3.9,-0.79
12.319,-0.0795,-0.0629,1.0853,34.15,-2.99,2.5
12.339,-0.0865,-0.0517,1.1263,29.33,-13.05,11.71
12.359,-0.1508,-0.0504,1.0292,12.93,-35.73,11.83
12.379,-0.1526,-0.046,0.9678,13.05,-25.12,4.51
12.399,-0.1631,-0.0196,0.9877,17.8,-11.95,1.22
12.419,-0.1575,-0.0182,1.0384,4.57,-5.24,-8.11
12.439,-0.1306,-0.0923,1.0397,-2.38,-9.33,-12.01
12.459,-0.081,-0.1159,1.0394,3.78,-14.82,-4.57
12.479,-0.04,-0.1247,1.0386,6.34,-30.24,0.18
12.499,-0.0656,-0.1241,1.0043,9.51,-34.15,6.34
12.519,-0.1221,-0.1156,1.178,36.16,-17.99,12.56
12.539,-0.1452,-0.086,1.3755,36.22,-6.16,8.66
12.559,-0.1222,-0.0674,1.3257,5.3,1.4,3.84
12.579,-0.1153,-0.0646,1.1514,-14.15,-3.29,-0.3
12.599,-0.0076,-0.0712,1.0361,-5.3,-9.27,-1.28
12.619,-0.0685,-0.1236,1.0406,6.4,-18.96,4.27
12.639,-0.0908,-0.0904,1.0343,3.72,-28.66,5.43
12.659,-0.1304,-0.0698,1.0527,9.76,-25.49,3.29
12.679,-0.0876,-0.1059,1.0717,13.11,-15.91,-2.44
12.699,-0.0614,-0.0693,1.1227,18.29,-0.12,-4.76
12.719,-0.062,0.0089,1.3127,22.2,11.04,-6.46
12.739,-0.0329,0.0123,1.4203,10.98,2.5,-5.55
12.759,-0.0457,-0.0156,1.4199,1.46,0.24,1.95
12.779,-0.1077,-0.0447,1.4441,2.62,-3.35,8.17
12.799,-0.1727,-0.0793,1.4398,-3.9,3.84,9.63
12.819,-0.1702,-0.0618,1.3972,-11.83,16.4,2.93
12.839,-0.147,-0.0389,1.3749,-15.49,20.3,-2.07
12.859,-0.1372,-0.0251,1.325,-18.17,17.2,-1.65
12.879,-0.1093,-0.027,1.2668,-20.67,5.79,-1.83
12.899,-0.0596,-0.0508,1.1602,-23.78,-3.66,1.95
12.919,-0.0914,-0.0554,1.0767,-18.6,-2.93,6.89
12.939,-0.1015,-0.0748,1.0179,-10.12,0.55,2.8
12.959,-0.1245,-0.0737,0.9978,-3.54,13.17,-0.61
12.979,-0.1261,-0.1202,0.9048,-2.2,21.4,-8.41
12.999,-0.1227,-0.1058,0.8989,9.63,35.91,-14.88
13.019,-0.0892,-0.1309,1.1099,21.28,47.62,-20.91
13.039,-0.0416,-0.0889,1.1972,-6.65,42.01,-14.82
13.059,-0.0818,-0.0638,1.1187,-38.41,27.01,-4.27
13.079,-0.1508,-0.063,1.0332,-39.21,12.8,-2.07
13.099,-0.1964,-0.0917,1.0135,-28.54,13.17,-2.5
13.119,-0.2068,-0.1057,1.0206,-20.79,9.57,-4.33
13.139,-0.1688,-0.1157,1.0569,-23.23,4.94,-8.48
13.159,-0.12,-0.0831,0.9972,-30.24,6.22,-8.41
13.179,-0.0836,-0.0851,1.0012,-25.61,5.43,-9.88
13.199,-0.0834,-0.103,0.9752,-22.74,16.28,-9.63
13.219,-0.0908,-0.1326,0.9722,-15.06,27.07,-12.74
13.239,-0.1334,-0.1624,1.0447,-11.16,28.35,-9.09
13.259,-0.1505,-0.2195,1.05,-23.96,13.23,-6.16
13.279,-0.1691,-0.1917,0.9203,-37.01,5.79,-1.71
13.299,-0.1309,-0.158,0.8688,-30.91,2.74,-7.07
13.319,-0.1284,-0.1566,0.9029,-23.66,15.67,-9.15
13.339,-0.1138,-0.1696,0.9044,-25.49,22.2,-11.46
13.359,-0.1229,-0.2026,0.9315,-23.35,24.7,-8.96
13.379,-0.1669,-0.2265,0.9488,-22.07,17.99,-5.49
13.399,-0.1987,-0.2606,0.9131,-22.68,6.22,-0.98
13.419,-0.2397,-0.2848,0.8959,-19.45,-5.55,1.65
13.439,-0.2343,-0.2701,0.8462,-19.94,-11.4,1.28
13.459,-0.2357,-0.2434,0.8358,-18.29,-7.93,-3.17
13.479,-0.2252,-0.2744,0.8799,-13.35,0.55,-12.87
13.499,-0.1754,-0.2764,0.9073,-16.95,14.94,-16.77
13.519,-0.1766,-0.2692,0.8802,-19.82,25.24,-16.83
13.539,-0.2274,-0.2611,0.8834,-16.22,25.55,-15.18
13.559,-0.1963,-0.2335,0.8812,-8.17,23.29,-13.72
13.579,-0.2167,-0.196,0.8973,-1.28,11.71,-7.01
13.599,-0.1542,-0.233,0.9105,0.91,-3.29,-5.18
13.619,-0.1554,-0.2361,0.9333,-6.71,-7.26,2.13
13.639,-0.2362,-0.2501,0.8912,-21.4,-14.09,3.17
13.659,-0.2421,-0.2633,0.8372,-12.5,4.7,-3.29
13.679,-0.2029,-0.2507,0.8427,-8.84,17.8,-10.79
13.699,-0.147,-0.2477,0.7688,-17.99,12.74,-15.61
13.719,-0.1215,-0.1987,0.7062,-16.28,10.43,-9.09
13.739,-0.1303,-0.2077,0.7537,-4.09,-5.06,1.95
13.759,-0.1328,-0.2631,0.7131,-10.06,-21.52,8.72
13.779,-0.1484,-0.2835,0.6495,-9.51,-23.66,9.21
13.799,-0.1276,-0.2819,0.5961,-11.89,-14.15,12.8
13.819,-0.1673,-0.2687,0.6359,1.71,-6.46,13.35
13.839,-0.145,-0.3033,0.6706,10.3,-5.98,12.2
13.859,-0.1354,-0.3322,0.788,16.34,2.44,16.65
13.879,-0.1821,-0.3268,0.7781,8.6,2.32,19.45
13.899,-0.2668,-0.3188,0.8762,15.49,7.56,20.67
13.919,-0.3059,-0.3019,0.9498,21.83,-0.98,19.02
13.939,-0.2799,-0.2866,0.9955,23.23,-3.66,17.07
13.959,-0.2574,-0.2552,1.0342,18.17,-0.98,19.02
13.979,-0.2628,-0.2317,0.9844,6.34,-11.22,17.56
13.999,-0.2692,-0.2382,0.9311,3.54,-14.7,14.7
14.019,-0.2441,-0.2575,0.9039,12.56,-6.04,13.05
14.039,-0.2302,-0.2726,0.9521,19.76,1.83,12.32
14.059,-0.2586,-0.2799,0.986,13.11,0.98,14.27
14.079,-0.2832,-0.311,1.0022,8.66,2.07,14.15
14.099,-0.3244,-0.2823,0.966,0.98,0.67,10.91
14.119,-0.3014,-0.2429,0.916,3.11,1.4,3.35
14.139,-0.2756,-0.2154,0.9808,15.49,21.4,-0.43
14.159,-0.2306,-0.1861,1.0908,20.85,29.21,-1.89
14.179,-0.1865,-0.1823,1.0832,6.4,15.37,0.18
14.199,-0.2027,-0.1906,1.0148,-2.93,1.28,7.62
14.219,-0.1979,-0.1692,0.9211,0.37,-13.84,10.43
14.239,-0.169,-0.2152,0.912,14.51,-19.82,11.34
14.259,-0.2244,-0.2048,0.9789,26.71,-7.8,17.5
14.279,-0.2343,-0.1754,1.0768,29.45,-6.28,19.94
14.299,-0.2407,-0.1622,1.0739,14.15,-15.49,19.76
14.319,-0.2294,-0.1552,0.9492,-0.91,-21.83,17.62
14.339,-0.2228,-0.1769,0.9172,5.67,-15.12,15.3
14.359,-0.2341,-0.1931,1.0037,21.71,-0.18,14.09
14.379,-0.2226,-0.2024,1.0321,15.85,-7.8,12.13
14.399,-0.2374,-0.1963,1.0252,8.6,-18.84,15.3
14.419,-0.2452,-0.2242,1.0065,10.06,-23.17,14.51
14.439,-0.2155,-0.1984,0.9934,16.95,-17.99,13.54
14.459,-0.2288,-0.178,1.0118,19.82,-16.46,13.96
14.479,-0.2355,-0.1619,0.9966,19.09,-21.83,10.79
14.499,-0.2175,-0.1393,1.0449,19.51,-19.76,10.79
14.519,-0.2084,-0.1262,1.0396,13.11,-24.51,10.0
14.539,-0.2344,-0.1143,0.9521,1.89,-33.35,7.56
14.559,-0.2073,-0.0996,0.9201,11.89,-29.57,0.67
14.579,-0.1692,-0.1169,1.0023,23.35,-13.48,-0.43
14.599,-0.1445,-0.1264,1.0273,18.96,-18.41,-2.07
14.619,-0.1276,-0.1282,1.07,16.34,-16.77,2.32
14.639,-0.1611,-0.0923,1.043,9.7,-20.91,3.72
14.659,-0.1861,-0.0743,1.0187,12.87,-21.16,0.43
14.679,-0.1622,-0.0733,1.0897,24.45,-12.8,-1.89
14.699,-0.1179,-0.0776,1.1486,15.85,-16.89,-2.99
14.719,-0.1312,-0.0701,1.054,-0.98,-25.3,0.24
14.739,-0.1777,-0.0768,0.951,0.98,-24.33,0.55
14.759,-0.1675,-0.0847,0.9395,12.93,-17.8,-4.45
14.779,-0.1302,-0.0564,0.9824,16.34,-12.07,-8.17
14.799,-0.0752,-0.0419,1.0143,12.13,-6.28,-7.93
14.819,-0.0704,-0.0281,1.0245,4.94,-1.22,-3.17
14.839,-0.1447,-0.0192,1.043,6.28,2.07,-2.26
14.859,-0.1241,-0.0414,1.0759,8.6,-1.65,-4.82
14.879,-0.0922,-0.0634,1.161,5.67,-1.16,-3.23
14.899,-0.0965,-0.0447,1.0641,-18.48,-12.62,-7.13
14.919,-0.0685,-0.0496,1.0253,-14.63,-13.78,-7.13
14.939,-0.0803,-0.0758,1.1025,1.16,-10.61,-5.55
14.959,-0.0384,-0.0925,1.0834,-8.66,-22.68,-9.33
14.979,0.0108,-0.0635,1.0444,-9.45,-17.13,-6.46
14.999,0.0016,-0.0583,1.0503,2.01,-6.65,-2.07
15.019,0.0492,-0.0685,1.0465,7.44,-7.44,-4.45
15.039,0.0521,-0.0792,1.1017,9.21,-2.99,1.59
15.059,-0.0067,-0.0577,1.0536,-4.94,-9.57,4.57
15.079,-0.0203,-0.0695,1.0064,-1.22,-3.96,5.18
15.099,-0.0436,-0.0918,1.0536,14.09,5.3,2.68
15.119,-0.0334,-0.0834,1.0992,11.28,4.82,4.09
15.139,-0.0831,-0.0913,1.1464,7.56,7.93,6.04
15.159,-0.1147,-0.0808,1.183,2.44,6.52,7.74
15.179,-0.1356,-0.0778,1.1614,-0.55,5.3,3.78
15.199,-0.1336,-0.0827,1.1946,3.54,9.51,3.17
15.219,-0.1506,-0.0782,1.186,1.46,10.37,3.17
15.239,-0.1765,-0.0701,1.2495,1.1,15.3,3.29
15.259,-0.1638,-0.0219,1.2242,-9.09,12.5,-0.85
15.279,-0.1094,-0.0201,1.1719,-15.85,5.98,-7.01
15.299,-0.1082,-0.0236,1.1002,-19.02,7.8,-5.12
15.319,-0.1005,-0.0562,1.0576,-15.91,9.02,-5.3
15.339,-0.0892,-0.0753,1.0651,-14.7,8.05,-4.7
15.359,-0.1008,-0.1,1.004,-23.11,6.77,-2.32
15.379,-0.1521,-0.0995,0.9252,-23.66,8.9,-1.65
15.399,-0.1867,-0.1042,0.9268,-8.48,12.56,-5.24
15.419,-0.1682,-0.1079,0.9774,-1.83,10.98,-7.5
15.439,-0.1379,-0.0917,1.036,-3.96,7.93,-8.48
15.459,-0.1068,-0.0751,0.9833,-15.37,3.54,-8.72
15.479,-0.0908,-0.0811,0.9671,-15.61,7.56,-10.3
15.499,-0.0768,-0.0795,0.9432,-11.28,16.89,-12.5
15.519,-0.0876,-0.085,0.9926,-1.71,21.77,-11.22
15.539,-0.0658,-0.1184,1.0704,-1.34,18.11,-8.96
15.559,-0.1031,-0.0997,1.0201,-18.17,5.49,-3.05
15.579,-0.1062,-0.0934,0.9697,-20.37,0.55,-2.44
15.599,-0.0937,-0.1063,0.9288,-10.73,2.44,-5.67
15.619,-0.1005,-0.1205,0.9852,2.56,16.04,-4.33
15.639,-0.0728,-0.131,1.0463,0.3,15.18,-5.24
15.659,-0.108,-0.1285,1.0569,-8.84,11.95,0.0
15.679,-0.1298,-0.1205,0.9758,-18.66,3.84,-0.43
15.699,-0.1509,-0.129,1.0197,-5.3,8.54,0.37
15.719,-0.1581,-0.1436,1.0731,-2.38,4.82,1.77
15.739,-0.1511,-0.1448,1.072,-10.24,0.24,4.7
15.759,-0.1703,-0.1628,1.0093,-20.91,-5.0,2.32
15.779,-0.1458,-0.1707,0.9484,-25.85,-4.51,-0.49
15.799,-0.1808,-0.1695,0.8871,-26.52,3.66,-0.12
15.819,-0.1736,-0.1744,0.8843,-14.09,6.77,-4.76
15.839,-0.1453,-0.169,0.9375,-5.43,5.18,-7.13
15.859,-0.1243,-0.1754,1.0292,-6.16,6.46,-6.77
15.879,-0.1666,-0.1512,1.0286,-17.44,3.23,-3.96
15.899,-0.185,-0.161,0.9822,-18.78,0.24,-5.61
15.919,-0.2044,-0.1964,1.0204,-7.5,7.87,-4.45
15.939,-0.2094,-0.2198,1.0699,-5.06,5.06,-6.4
15.959,-0.1911,-0.2311,1.1012,-8.23,5.0,-5.0
15.979,-0.1642,-0.2098,1.0804,-15.79,5.49,-3.23
15.999,-0.1412,-0.1585,0.9816,-25.73,5.0,-3.78
16.019,-0.1144,-0.1642,0.9305,-21.04,5.79,-5.12
16.039,-0.1178,-0.1818,0.921,-18.96,6.34,-3.84
16.059,-0.1305,-0.2138,0.9529,-15.67,4.94,-2.87
16.079,-0.117,-0.2541,0.9382,-23.9,-4.7,-2.62
16.099,-0.1671,-0.2666,0.8706,-29.02,-3.23,0.12
16.119,-0.2025,-0.2647,0.8726,-14.33,9.57,2.01
16.139,-0.1998,-0.2393,0.9167,-0.67,18.48,-0.3
16.159,-0.1982,-0.2308,1.0157,5.0,17.5,0.43
16.179,-0.1802,-0.2348,1.0573,-4.82,8.66,1.46
16.199,-0.1486,-0.2203,0.9883,-22.93,-6.4,3.35
16.219,-0.1097,-0.2388,0.8561,-27.62,-18.54,7.62
16.239,-0.1876,-0.2561,0.8432,-17.07,-9.63,12.99
16.259,-0.2168,-0.2643,0.9561,4.82,-0.73,10.67
16.279,-0.1972,-0.2738,1.0142,-3.11,-6.77,6.46
16.299,-0.1807,-0.2917,0.927,-24.09,-13.11,2.07
16.319,-0.1746,-0.2769,0.8049,-30.12,-4.27,-1.34
