t_ms,avg_bpm,last_bpm,beats,ir,finger
183374,36,3.3,0,112972,1
184377,36,3.3,0,118377,1
185382,36,3.3,0,93678,1
186387,36,3.3,0,112330,1
187391,36,3.3,0,104416,1
188396,36,3.3,0,112158,1
189399,36,3.3,0,115242,1
190405,36,3.3,0,119557,1
191409,36,3.3,0,117656,1
192414,36,3.3,0,115507,1
193418,36,3.3,0,107813,1
194422,36,3.3,0,101173,1
195440,36,3.3,0,98294,1
196451,36,3.3,0,96578,1
197480,36,3.3,0,95524,1
198505,36,3.3,0,95542,1
199626,36,3.3,0,109054,1
200651,36,3.3,0,124800,1
201694,36,3.3,0,125197,1
202779,36,3.3,0,117197,1
203864,36,3.3,0,117093,1
204970,36,3.3,0,116168,1
206236,36,3.3,0,115961,1
207239,36,3.3,0,117531,1
208245,36,3.3,0,116107,1
209249,36,3.3,0,114638,1
210254,36,3.3,0,115159,1
211257,36,3.3,0,116518,1
212263,36,3.3,0,114493,1
213266,36,3.3,0,114127,1
214271,36,3.3,0,115412,1
215275,36,3.3,0,114783,1
216280,36,3.3,0,111417,1
217284,36,3.3,0,114261,1
218289,36,3.3,0,114774,1
219293,36,3.3,0,116546,1
220299,36,3.3,0,117033,1
221303,36,3.3,0,117519,1
222308,36,3.3,0,114284,1
223312,36,3.3,0,104407,1
224316,36,3.3,0,89537,1
225322,36,3.3,0,121203,1
226325,36,3.3,0,126751,1
227330,36,3.3,0,96598,1
228334,36,3.3,0,59369,1
229340,36,3.3,0,58251,1
230343,36,3.3,0,62171,1
231348,36,3.3,0,63103,1
232354,36,3.3,0,64923,1
233358,36,3.3,0,78766,1
234362,36,3.3,0,83872,1
235367,36,3.3,0,82388,1
236371,36,3.3,0,77020,1
237375,36,3.3,0,68458,1
238380,0,0.0,0,49900,0
239384,0,0.0,0,49132,0
240390,0,0.0,0,49239,0
241395,0,0.0,0,53482,1
242399,0,0.0,0,50017,1
243404,0,0.0,1,49638,0
244408,0,0.0,1,49373,0
245413,62,66.3,1,51311,1
246417,62,66.3,0,52000,1
247421,62,66.3,0,61460,1
248426,62,66.3,0,73444,1
249430,62,66.3,0,74399,1
250434,0,0.0,0,24878,0
251439,0,0.0,0,58036,1
252445,0,0.0,0,38056,0
253449,0,0.0,0,53193,1
254454,0,0.0,0,93150,1
255458,0,0.0,0,25606,0
256463,0,0.0,0,23963,0
257466,0,0.0,0,29887,0
258472,0,0.0,0,103661,1
259476,0,0.0,0,91417,1
260480,0,0.0,0,45428,0
261485,0,0.0,0,100477,1
262490,0,0.0,0,67469,1
263495,0,0.0,0,53781,1
264498,0,0.0,0,71041,1
265504,0,0.0,0,75691,1
266507,0,0.0,0,74181,1
267512,0,0.0,0,65923,1
268517,0,0.0,0,77258,1
269521,0,0.0,0,102495,1
270526,0,0.0,0,52820,1
271530,0,0.0,0,51671,1
272535,0,0.0,0,51891,1
273540,0,2.2,1,53790,1
274544,0,0.0,0,20094,0
275548,0,0.0,0,114848,1
276552,0,0.0,0,115648,1
277557,0,0.0,0,117658,1
278561,0,0.0,0,118080,1
279566,0,9.4,1,116863,1
280571,72,107.0,1,119808,1
281576,72,107.0,0,121134,1
282580,72,107.0,0,121832,1
283585,72,17.1,1,120905,1
284589,72,17.1,0,123041,1
285594,72,17.1,0,113536,1
286598,72,17.1,0,122270,1
287602,72,17.1,0,123123,1
288606,72,17.1,0,121868,1
289611,72,17.1,0,121974,1
290615,72,17.1,0,99840,1
291620,72,17.1,0,78043,1
292624,0,0.0,0,51614,1
293630,0,0.0,0,64246,1
294633,0,0.0,0,67232,1
295639,0,0.0,0,48890,0
296643,0,0.0,0,128199,1
297648,0,0.0,0,67651,1
298652,0,0.0,0,20566,0
299656,0,0.0,0,21177,0
300660,0,0.0,0,28312,0
301666,0,0.0,0,24401,0
302669,0,0.0,0,62282,1
303674,0,0.0,0,90060,1
304679,0,0.0,0,101886,1
305683,0,0.0,0,132484,1
306688,0,0.0,0,135232,1
307693,0,0.0,0,65969,1
308696,0,0.0,0,112311,1
309702,0,0.0,0,190706,1
310705,0,0.0,0,189124,1
311710,0,0.0,0,188824,1
312714,0,0.0,0,186915,1
313720,0,0.0,0,185241,1
314724,0,0.0,0,185336,1
315728,0,0.0,0,25693,0
316734,0,0.0,0,120670,1
317737,0,0.0,0,115622,1
318743,0,0.0,0,23454,0
319746,0,0.0,0,25415,0
320751,0,0.0,0,28515,0
321756,0,0.0,0,27101,0
322761,0,0.0,0,49739,0
323764,0,0.0,0,78393,1
324770,0,0.0,0,76850,1
325775,0,0.0,0,57431,1
326779,0,0.0,0,58999,1
327784,0,0.0,0,2518,0
328788,0,0.0,0,6584,0
329793,0,0.0,0,89478,1
330797,0,0.0,0,48029,0
331801,0,0.0,0,17706,0
332807,0,0.0,0,22612,0
333811,0,0.0,0,9986,0
334815,0,0.0,0,10297,0
335820,0,0.0,1,10434,0
336824,0,0.0,0,10404,0
337829,0,0.0,2,10401,0
338834,0,0.0,0,10373,0
339839,0,0.0,0,10269,0
340844,0,0.0,1,10297,0
341847,0,0.0,1,10288,0
342853,0,0.0,1,8401,0
343857,0,0.0,0,34696,0
344862,0,0.0,0,28054,0
345866,0,0.0,0,47906,0
346870,0,0.0,0,15842,0
347876,0,0.0,0,12502,0
348879,0,0.0,0,8535,0
2597,0,0.0,0,2499,0
3602,0,0.0,0,2503,0
4606,0,0.0,0,2411,0
5610,0,0.0,1,2406,0
6615,0,0.0,0,2366,0
7620,0,0.0,0,2357,0
8624,0,0.0,0,2105,0
9628,0,0.0,1,2284,0
10633,0,0.0,0,2217,0
11637,0,0.0,1,2254,0
12643,0,0.0,0,2234,0
13647,0,0.0,0,2233,0
14650,0,0.0,1,2213,0
15655,0,0.0,1,776,0
16660,0,0.0,0,54190,1
17664,0,0.0,0,2133,0
18669,0,0.0,0,15387,0
19673,0,0.0,0,23997,0
20678,0,0.0,0,17933,0
21682,0,0.0,0,27624,0
22686,0,0.0,0,31633,0
3005,0,0.0,0,11385,0
6018,0,0.0,0,4886,0
9030,0,0.0,0,1578,0
12044,0,0.0,1,866,0
15058,0,0.0,0,78273,1
18071,0,9.9,1,78030,1
21084,66,99.7,4,79259,1
24096,87,106.6,1,130259,1
27110,87,106.6,0,130523,1
30124,87,106.6,0,133915,1
33136,87,106.6,0,137096,1
36149,87,106.6,0,138644,1
39163,87,106.6,0,136549,1
42175,79,35.5,2,136419,1
45188,79,35.5,0,137054,1
48201,79,35.5,0,136339,1
51213,79,35.5,0,139361,1
54227,79,35.5,0,137101,1
57239,0,0.0,0,127469,1
60252,0,0.0,0,124942,1
63265,0,0.0,0,113480,1
66277,0,0.0,0,101615,1
69289,0,0.0,0,46258,0
72303,0,0.0,0,5792,0
75314,0,0.0,0,3203,0
78328,0,0.0,0,19853,0
81341,0,0.0,3,20140,0
84352,0,0.0,0,19701,0
87366,0,0.0,1,20298,0
90377,0,0.0,2,20101,0
93391,0,0.0,1,19797,0
96402,0,0.0,1,19783,0
99416,0,0.0,1,19189,0
102428,0,0.0,2,19013,0
105440,0,0.0,2,18799,0
108453,0,0.0,1,18790,0
111464,0,0.0,2,18712,0
114477,0,0.0,2,18728,0
117488,0,0.0,2,18699,0
120500,0,0.0,1,19232,0
123512,0,0.0,1,18692,0
126523,0,0.0,2,19232,0
129535,0,0.0,2,19406,0
132547,0,0.0,2,19131,0
135559,0,0.0,0,18827,0
138571,0,0.0,2,18773,0
141583,0,0.0,1,19435,0
144594,0,0.0,1,18984,0
147606,0,0.0,2,19067,0
150618,0,0.0,0,19332,0
153630,0,0.0,1,19618,0
156642,0,0.0,1,18731,0
159652,0,0.0,1,18535,0
162665,0,0.0,2,19240,0
165677,0,0.0,3,19084,0
168688,0,0.0,3,18584,0
171701,0,0.0,1,18926,0
174712,0,0.0,1,19250,0
177723,0,0.0,1,19449,0
180734,0,0.0,0,18394,0
183746,0,0.0,1,20186,0
186758,0,0.0,0,19859,0
189769,0,0.0,2,20039,0
192781,0,0.0,2,20054,0
195793,0,0.0,1,19054,0
198805,0,0.0,1,19134,0
201815,0,0.0,1,19274,0
204828,0,0.0,1,37331,0
207839,0,0.0,0,1890,0
210851,0,0.0,0,50099,1
213861,0,5.7,1,53462,1
216873,54,34.7,1,55388,1
219884,54,34.7,0,54752,1
222895,56,74.6,2,54674,1
225907,46,54.2,2,52770,1
228918,0,0.0,1,37504,0
231931,0,0.0,0,7216,0
234941,0,0.0,0,13134,0
237954,0,0.0,0,27943,0
240964,0,0.0,0,24165,0
243977,0,0.0,0,13956,0
246987,0,0.0,0,8888,0
250000,0,0.0,0,6304,0
253012,0,0.0,0,9941,0
3017,0,0.0,0,90258,1
6028,0,0.0,0,90486,1
9040,0,0.0,1,87270,1
12052,0,17.0,1,88384,1
15064,5,20.6,1,86909,1
18076,5,20.6,0,84125,1
21087,5,11.9,1,83993,1
24098,18,30.2,2,97551,1
27111,18,30.2,0,103956,1
3012,0,0.0,0,20011,0
6057,0,0.0,0,13604,0
33243,0,0.0,0,75035,1
36254,0,0.0,0,73061,1
45330,0,0.0,0,31865,0
48363,0,0.0,0,25690,0
51415,0,0.0,0,9838,0
54427,0,0.0,0,13411,0
57432,0,0.0,0,6502,0
60439,0,0.0,0,27864,0
63455,0,0.0,0,11689,0
66469,0,0.0,0,20378,0
69507,0,0.0,0,42676,0
72519,0,0.0,0,52124,1
75571,0,0.0,0,26709,0
78584,0,0.0,0,25964,0
81597,0,0.0,0,34976,0
84608,0,0.0,0,27652,0
87616,0,0.0,0,23359,0
90655,0,0.0,0,49010,0
93687,0,0.0,0,126558,1
96700,0,0.0,0,27729,0
99752,0,0.0,0,39893,0
102765,0,0.0,0,41117,0
105777,0,0.0,0,92927,1
108811,0,0.0,0,102657,1
111823,0,0.0,0,118083,1
114876,0,0.0,0,57075,1
117929,0,0.0,0,54537,1
120964,0,0.0,0,42741,0
124015,0,0.0,0,47300,0
127068,0,0.0,0,24937,0
130080,0,0.0,0,52366,1
133095,0,0.0,0,51945,1
136119,0,0.0,0,57115,1
145467,0,0.0,0,23628,0
148482,0,0.0,0,59979,1
151534,0,0.0,0,84569,1
154551,0,0.0,0,91946,1
157560,0,0.0,0,75883,1
160573,0,0.0,0,63119,1
163626,0,0.0,0,64266,1
166634,0,0.0,0,42323,0
169654,0,0.0,0,50770,1
172686,0,0.0,0,65391,1
214911,0,0.0,0,1778,0
217968,0,0.0,0,1480,0
221001,0,0.0,0,1564,0
224055,0,0.0,1,106135,1
236097,0,0.0,0,499,0
239142,0,0.0,0,510,0
242175,0,0.0,0,508,0
245208,0,0.0,0,489,0
248261,0,0.0,0,506,0
251274,0,0.0,0,504,0
254293,0,0.0,0,516,0
257314,0,0.0,0,504,0
260353,0,0.0,1,506,0
263382,0,0.0,0,498,0
266417,0,0.0,0,508,0
269430,0,0.0,0,504,0
272443,0,0.0,0,502,0
275455,0,0.0,0,504,0
278471,0,0.0,0,497,0
281493,0,0.0,0,603,0
284531,0,0.0,0,1602,0
287545,0,0.0,0,515,0
290557,0,0.0,0,500,0
293588,0,0.0,1,521,0
296621,0,0.0,0,521,0
299633,0,0.0,0,582,0
302637,0,0.0,2,812,0
305649,0,0.0,3,2034,0
308662,0,0.0,0,1037,0
311675,0,0.0,0,94753,1
314733,0,0.0,0,116914,1
323771,0,0.0,0,32422,0
326783,0,0.0,0,96925,1
329784,0,0.0,0,181935,1
335802,0,0.0,0,120692,1
338855,0,0.0,0,114075,1
341909,0,0.0,1,4043,0
344959,0,0.0,0,35957,0
347973,0,0.0,0,92486,1
360014,0,0.0,0,155923,1
363073,0,0.0,0,169281,1
378319,0,0.0,0,157008,1
381368,0,0.0,0,153288,1
384421,0,0.0,0,155323,1
399558,0,12.7,0,136857,1
423685,0,0.0,0,122857,1
426696,0,0.0,0,38994,0
429751,0,0.0,0,38889,0
438769,0,0.0,0,110095,1
441769,0,0.0,0,53424,1
444789,0,0.0,0,44189,0
447804,0,0.0,0,69035,1
460028,0,0.0,0,40054,0
463034,0,0.0,0,50119,1
466066,0,0.0,0,70502,1
469084,0,0.0,0,63294,1
472133,0,0.0,0,73951,1
475167,0,0.0,0,62186,1
478198,0,0.0,0,85205,1
481255,0,0.0,0,111468,1
484287,0,0.0,0,40948,0
487299,0,0.0,0,48422,0
490332,0,0.0,0,60693,1
493338,0,0.0,0,43285,0
