t_ms,avg_bpm,last_bpm,beats,ir,finger
502405,0,0.0,0,50918,1
505440,0,0.0,0,62145,1
508492,0,0.0,0,57838,1
511512,0,0.0,0,54249,1
514520,0,0.0,1,191217,1
517554,0,0.0,0,43748,0
520607,0,0.0,0,55754,1
523615,0,0.0,0,52967,1
526634,0,0.0,0,51861,1
529648,0,0.0,0,56467,1
532702,0,0.0,0,49342,0
535715,0,0.0,0,54244,1
538729,0,0.0,0,143332,1
541736,0,0.0,0,144746,1
544751,0,0.0,0,137256,1
550803,0,0.0,0,128616,1
553819,0,0.0,0,50146,1
556871,0,0.0,0,139166,1
559892,0,0.0,0,103768,1
562905,0,0.0,0,140893,1
565919,0,0.0,0,84193,1
568945,0,0.0,0,138181,1
571979,0,0.0,0,135512,1
575013,0,0.0,0,138956,1
578048,0,0.0,0,138745,1
581101,0,0.0,0,136565,1
593176,0,0.0,0,140123,1
596190,0,0.0,0,139827,1
599245,0,0.0,0,140163,1
602299,0,0.0,0,137217,1
605312,0,0.0,0,139400,1
608326,0,0.6,1,138786,1
611341,0,0.6,0,139003,1
614375,0,10.8,1,139200,1
617384,0,10.8,0,139043,1
620422,0,10.4,1,136915,1
623456,0,10.4,0,137198,1
626511,0,10.4,0,137679,1
629526,0,6.1,1,137681,1
632539,36,42.0,2,137782,1
635573,34,33.6,1,138435,1
638607,29,20.6,1,135909,1
641642,29,20.6,0,135734,1
680865,29,15.2,0,137950,1
683880,29,15.2,0,135776,1
686893,29,15.2,0,138625,1
689922,29,3.4,1,138622,1
692922,39,64.2,2,138387,1
695950,35,24.1,1,138349,1
702024,35,24.1,0,138744,1
705039,35,24.1,0,137609,1
708046,35,24.1,0,140025,1
711054,35,24.1,0,126248,1
714102,35,24.1,0,138175,1
717131,35,2.7,1,135050,1
720150,35,2.7,0,139051,1
723204,35,2.7,0,139403,1
726258,35,2.7,0,137690,1
729273,35,2.7,0,126237,1
732287,35,2.7,0,140735,1
735309,35,2.7,0,138879,1
738314,35,2.7,0,129104,1
741317,35,2.7,0,132265,1
744363,35,2.7,0,140396,1
747377,35,2.7,0,131136,1
750432,35,2.7,0,136085,1
756461,35,2.7,0,139826,1
759474,39,48.2,2,136064,1
762477,39,48.2,0,138229,1
765480,39,48.2,0,132712,1
768520,39,48.2,0,132796,1
771532,39,48.2,0,131396,1
774565,39,48.2,0,132608,1
777580,39,48.2,0,135540,1
780596,39,48.2,0,116782,1
783596,39,48.2,0,129419,1
786601,39,48.2,0,132158,1
789634,39,48.2,0,131972,1
792651,39,48.2,0,127084,1
795684,39,48.2,0,137246,1
798740,39,48.2,0,139203,1
801754,39,48.2,0,138326,1
804770,39,48.2,0,138094,1
807790,39,48.2,0,132267,1
810796,39,48.2,0,135448,1
813830,39,48.2,0,130238,1
816865,39,48.2,0,129466,1
819920,39,48.2,0,136543,1
822974,39,48.2,0,137111,1
825988,39,48.2,0,129691,1
829002,39,48.2,0,131668,1
832036,39,48.2,0,120361,1
835051,39,48.2,0,126895,1
838055,39,48.2,0,132490,1
841059,39,48.2,0,131583,1
844094,39,48.2,0,130035,1
847149,39,48.2,0,139478,1
850163,39,48.2,0,113515,1
853177,39,48.2,0,135977,1
856192,39,48.2,0,136913,1
859208,39,48.2,0,137712,1
862219,39,48.2,0,130565,1
865235,39,48.2,0,140234,1
868247,39,48.2,0,134724,1
871303,39,48.2,0,136523,1
874337,39,48.2,0,126782,1
877352,39,48.2,0,133694,1
880365,39,48.2,0,113395,1
889425,39,48.2,0,136789,1
892444,39,48.2,0,130242,1
895479,39,48.2,0,136876,1
898492,39,48.2,0,126540,1
901495,39,48.2,0,134447,1
904500,39,48.2,0,134181,1
907536,39,48.2,0,126509,1
910559,39,48.2,0,132901,1
913586,39,48.2,0,133480,1
916618,39,48.2,0,129937,1
919652,39,48.2,0,133581,1
922707,39,48.2,0,134997,1
925721,39,48.2,0,134966,1
928726,48,57.5,2,136920,1
931730,39,28.8,1,137152,1
934765,39,28.8,0,134395,1
937800,39,11.4,1,135606,1
940813,39,11.4,0,135149,1
943848,39,10.4,1,135671,1
946862,39,10.4,0,135825,1
949878,62,88.0,4,135682,1
952892,61,25.1,1,136058,1
955902,61,25.1,0,134555,1
958940,61,12.9,1,133938,1
961957,54,20.3,1,134388,1
964970,54,14.7,1,135044,1
968005,54,18.0,1,135059,1
971039,54,18.0,0,134874,1
974053,54,13.0,1,134890,1
977070,54,16.9,1,135662,1
980074,54,16.9,0,135650,1
983116,44,44.7,2,135611,1
986125,29,29.9,1,128528,1
989145,29,29.9,0,136175,1
992160,29,29.9,0,135689,1
995213,29,29.9,0,135283,1
998228,29,29.9,0,135992,1
1001243,29,29.9,0,132049,1
1004255,29,29.9,0,131811,1
1007286,29,29.9,0,132208,1
1010325,29,29.9,0,138411,1
1013380,29,29.9,0,138230,1
1016416,29,1.9,1,138504,1
1019449,32,35.5,2,138480,1
1022464,32,19.8,1,138545,1
1025478,58,148.9,1,129657,1
1028493,58,148.9,0,135501,1
1031528,58,148.9,0,121218,1
1034536,58,148.9,0,126716,1
1037537,58,148.9,0,128428,1
1040549,58,148.9,0,135723,1
1043585,58,148.9,0,130981,1
1046600,58,148.9,0,137885,1
1049615,78,110.7,2,136973,1
1052648,78,110.7,0,137384,1
1055683,78,9.2,1,139030,1
1058691,78,9.2,0,139208,1
1061713,78,9.2,0,121795,1
1064727,78,9.2,0,126108,1
1067782,78,9.2,0,130681,1
1070837,78,9.2,0,128337,1
1073850,78,9.2,0,134156,1
1076864,78,9.2,0,139433,1
1079900,78,2.5,1,138976,1
1082914,78,2.5,0,138566,1
1085923,78,18.2,1,134227,1
1088962,78,18.2,0,138412,1
1092017,78,18.2,0,138457,1
1095073,78,18.2,0,138574,1
1098086,78,4.1,1,138757,1
1101100,81,34.7,1,138835,1
1104135,81,34.7,0,134544,1
1107143,81,34.7,0,125264,1
1110159,81,34.7,0,134686,1
1113178,81,34.7,0,124900,1
1116213,81,34.7,0,133368,1
1119231,81,34.7,0,133162,1
1122242,81,34.7,0,122382,1
1125257,81,34.7,0,126485,1
1128280,81,34.7,0,129006,1
1131284,81,34.7,0,129661,1
1134321,81,34.7,0,130977,1
1137354,81,34.7,0,128769,1
1140370,81,34.7,0,130302,1
1143424,81,34.7,0,130857,1
1146480,81,34.7,0,134792,1
1149493,81,1.2,1,136608,1
1152508,59,71.1,2,136000,1
1155543,59,19.6,1,134559,1
1158550,59,19.6,0,133343,1
1161567,59,19.6,0,132798,1
1164587,59,19.6,0,131254,1
1167641,59,19.6,0,132528,1
1170696,59,19.6,0,128124,1
1173711,59,19.6,0,117438,1
1176725,59,19.6,0,127400,1
1179761,59,19.6,0,130140,1
1182768,59,19.6,0,138519,1
1185785,59,19.6,0,138578,1
1188824,59,19.6,0,137934,1
1191858,59,1.7,1,135366,1
1194873,59,1.7,0,136843,1
1197888,59,1.7,0,136928,1
1200903,59,5.6,1,137388,1
1203925,37,28.9,2,137078,1
1206929,41,57.5,2,137800,1
1209965,48,38.5,2,137524,1
1212979,48,38.5,0,130889,1
1216015,48,38.5,0,140117,1
1219068,48,38.5,0,134539,1
1222123,48,38.5,0,137268,1
1225138,75,157.5,2,133557,1
1228173,75,157.5,0,134140,1
1231206,75,157.5,0,133739,1
1234213,75,157.5,0,135384,1
1237255,75,157.5,0,128624,1
1240270,75,157.5,0,134947,1
1243325,75,3.3,1,127542,1
1246379,75,3.3,0,137844,1
1249393,75,8.9,1,137714,1
1252407,66,22.3,1,138094,1
1255418,61,29.6,1,138185,1
1258437,57,23.4,1,137916,1
1261471,57,15.5,1,138168,1
1264526,57,19.4,1,137952,1
1267562,57,19.4,0,138341,1
1270617,57,8.8,1,138211,1
1273630,25,26.9,1,133735,1
1276644,25,26.9,0,138295,1
1279647,27,33.8,2,138288,1
1282650,25,20.7,1,138503,1
1285666,25,20.7,0,136919,1
1288722,25,20.7,0,136171,1
1291755,25,8.2,1,137662,1
1294810,25,24.1,1,138347,1
1297985,25,24.1,0,136101,1
1301001,25,7.9,1,137868,1
1304010,69,33.6,3,136805,1
1307030,69,33.6,0,139050,1
1310083,69,33.6,0,139401,1
1313118,69,33.6,0,138625,1
1316131,69,33.6,0,138628,1
1319187,69,33.6,0,138661,1
1322221,70,26.9,2,136112,1
1325236,70,26.9,0,138539,1
1328243,70,26.9,0,131291,1
1331258,70,26.9,0,139048,1
1334299,70,4.8,1,138893,1
1337310,70,4.8,0,138345,1
1340368,70,4.8,0,138366,1
1343404,70,4.8,0,138583,1
1346438,70,6.3,1,138831,1
1349453,70,12.9,1,138838,1
1352466,34,57.4,2,138576,1
1355481,43,67.8,1,138691,1
1358509,43,67.8,0,137659,1
1361528,43,26.3,2,125614,1
1364584,43,26.3,0,136986,1
1367600,43,26.3,0,138657,1
1370633,43,26.3,0,141041,1
1373647,43,26.3,0,136496,1
1376662,43,26.3,0,138903,1
1379671,43,26.3,0,138264,1
1382671,43,26.3,0,137101,1
1385705,43,26.3,0,138490,1
1388720,43,26.3,0,137895,1
1391756,43,26.3,0,130651,1
1394788,43,26.3,0,138106,1
1397822,43,26.3,0,138349,1
1400838,43,26.3,0,138268,1
1403856,43,1.5,1,138356,1
1406878,43,1.5,0,137096,1
1409893,53,64.7,2,137958,1
1412910,53,64.7,0,137904,1
1415968,53,12.5,1,137238,1
1419003,53,12.5,0,118077,1
1422057,53,12.5,0,139774,1
1425071,53,12.5,0,140408,1
1428086,53,12.5,0,137141,1
1602925,60,78.7,0,137989,1
1605940,60,78.7,0,122025,1
1608954,60,78.7,0,119978,1
1611967,60,78.7,0,107539,1
1614981,60,78.7,0,108517,1
1617996,60,78.7,0,136648,1
1621009,60,1.4,1,132382,1
1624022,60,1.4,0,136667,1
1627117,60,297.0,2,138662,1
1630131,55,38.8,1,137946,1
1633144,55,38.8,0,117382,1
1636178,55,38.8,0,137893,1
1639192,55,38.8,0,138128,1
1642226,55,38.8,0,136290,1
1645259,55,38.8,0,135023,1
1651307,55,38.8,0,136667,1
1654331,55,38.8,0,137592,1
1657342,55,38.8,0,123954,1
1702548,55,38.8,0,123008,1
1705562,55,38.8,0,117845,1
1708575,55,38.8,0,132555,1
1711590,55,38.8,0,126070,1
1714603,55,0.7,1,129535,1
1717618,55,0.7,0,137355,1
1720631,55,0.7,0,138827,1
1723659,68,93.5,2,137999,1
1726679,68,93.5,0,137811,1
1732726,68,93.5,0,138181,1
1735782,68,93.5,0,130690,1
1763226,68,93.5,0,139194,1
1766240,68,93.5,0,137182,1
1769255,68,93.5,0,137841,1
1772282,68,93.5,0,137374,1
1775298,68,1.2,1,116114,1
